#CODE;ENGLISH;;;;;;;;;;;RUSSIAN;;x
EVTNAMELoR.400;An Innocent Proposal;;;;;;;;;;;Håâèííîå ïðåäëîæåíèå;;x
EVTDESCLoR.412;"This is it, the final race of the season. The Hippodrome is filled to capacity and a deafening roar greets you as you ride your chariot into the arena. You line up next to Spyridon, your old foe from the Greens and the crowd's favorite. ""Your Majesty,"" he says and spits on the ground.\n\nThe trumpets blow and the race begins, but it seems you weren't the only one to have brought arms. Everything turns into a huge melee as all the drivers hack and slash at each other using both handheld and chariot-mounted weaponry. Anaximandros has played both sides against each other - there can be no other explanation. The situation escalates further when the agitated crowds enter the fray. You spot Anaximandros climbing into Spyridon's chariot, and the two of them escape the Hippodrome through the unguarded exit.";;;;;;;;;;;"Âîò îíà, ôèíàëüíàÿ ãîíêà ñåçîíà. Èïïîäðîì çàïîëíåí äî îòêàçà è îãëóøèòåëüíûì ð¸âîì ïðèâåòñòâóåò Âàñ, êîãäà Âû âúåçæàåòå íà àðåíó. Âû ñòàíîâèòåñü â ëèíèþ ðÿäîì ñ Ñïèðèäîíîì, Âàøèì ñòàðûì âðàãîì èç Çåë¸íûõ è ëþáèìöåì òîëïû. ""Âàøå Âåëè÷åñòâî"", — ãîâîðèò îí è ïëþåò íà çåìëþ.\nÒðóáû ãóäÿò, è ãîíêà íà÷èíàåòñÿ, íî Âû, êàæåòñÿ, áûëè íå åäèíñòâåííûì, êòî ïðèí¸ñ îðóæèå. Âñ¸ âîêðóã ïðåâðàùàåòñÿ â áîéíþ, êîãäà âñå ãîíùèêè íà÷èíàþò áèòü äðóã äðóãà îðóæèåì è äàâÿò êîëåñíèöàìè. Àíàêèñìàíäðîñ îïîë÷èë îáå ñòîðîíû äðóã ïðîòèâ äðóãà - íå ìîæåò áûòü íèêàêîãî äðóãîãî îáúÿñíåíèÿ. Ñèòóàöèÿ îáîñòðÿåòñÿ åù¸ áîëüøå, êîãäà âçâîëíîâàííàÿ òîëïà âñòóïàåò â áîðüáó. Âû çàìåòèëè, êàê Àíàêñèìàíäð çàáðàëñÿ â êîëåñíèöó Ñïèðèäîíà, è îíè äâîå ñêðûëèñü ñ èïïîäðîìà ÷åðåç íåîõðàíÿåìûé âûõîä.";;x
EVTDESCLoR.413;As Spyridon and the traitor Anaximandros depart the Hippodrome leaving nothing but chaos in their wake, you rally the Varangian Guard to your side. Together with a squadron of cataphracts from the nearby garrison you finally manage to bring order to the madness. The cost of life is great, especially amongst the audience, but it can't be helped.\n\nYour career as a chariot racer is over, but despite everything, you have emerged through all this as the strongwilled leader many feel the Empire needs. You wonder what possible motive compelled Anaximandros to turn the Blue and Green factions against each other in open battle. For how long did he mastermind events with that purpose in mind? You will likely never know. He is now a wanted man throughout the Empire.;;;;;;;;;;;Êîãäà Ñïèðèäîí è ïðåäàòåëü Àíàêñèìàíäð ïîêèäàþò èïïîäðîì íå îñòàâëÿÿ íè÷åãî, êðîìå õàîñà íà ñâî¸ì ïóòè, Âû ïðèâëåêàåòå âàðÿæñêóþ ãâàðäèþ íà ñâîþ ñòîðîíó. Âìåñòå ñ ýñêàäðîíîì êàòàôðàêòîâ èç ñîñåäíåãî ãàðíèçîíà Âàì, íàêîíåö, óäàëîñü íàâåñòè ïîðÿäîê. Öåíà æèçíè âåëèêà, è ëþäÿì, îõâà÷åííûì ãíåâîì è ïàíèêîé íåëüçÿ áûëî íå ïîìî÷ü.\nÂàøà êàðüåðà â êà÷åñòâå ãîíùèêà êîëåñíèöû çàêîí÷èëàñü, íî íåñìîòðÿ íè íà ÷òî, Âû ïîâåëè ñåáÿ êàê âîëåâîé ëèäåð, ñ÷èòàþùèéñÿ ñ ïîòðåáíîñòÿìè Èìïåðèè. Âû çàäàåòåñü âîïðîñîì, ÷òî ñòàëî âîçìîæíûì ìîòèâîì Àíàêñèìàíäðà îïîë÷èòü Ñèíþþ è Çåë¸íóþ ôðàêöèè äðóã ïðîòèâ äðóãà â îòêðûòîì áîþ? È åù¸, êàê äîëãî çàðîæäàëñÿ ýòîò ïëàí â åãî ãîëîâå? Âû, âåðîÿòíî, íèêîãäà íå óçíàåòå. Â íàñòîÿùåå âðåìÿ îí íàõîäèòñÿ â ðîçûñêå ïî âñåé Èìïåðèè.;;x
EVTDESCLoR.414;You leave the madness of the Hippodrome behind and steer your chariot out into the streets of Constantinople, in hot pursuit of Spyridon and the traitor Anaximandros. With blades unfolded, your chariot smashes through market stalls and pottery in the narrow back alleys while a hissing Anaximandros tries to give you a taste of the whip, without success.\n\nYou rush past the Hagia Sophia and onto the Augustaion square as terrified priests scramble to get out of the way. With a sharp turn you continue forward on the Mese, the main thoroughfare, and speed past oxcarts and the Forum of Constantine before Spyridon abruptly turns north, towards the Golden Horn. He finally loses control of his chariot at the docks, and it crashes into some stacked crates. You step out of your chariot and draw your mace.;;;;;;;;;;;Âû îñòàâëÿåòå áåçóìèå íà èïïîäðîìå è íàïðàâëÿåòå ñâîþ êîëåñíèöó íà óëèöû Êîíñòàíòèíîïîëÿ ïî ãîðÿ÷èì ñëåäàì Ñïèðèäîíà è ïðåäàòåëÿ Àíàêñèìàíäðà. Ñ ðàçâåðíóòûìè ëåçâèÿìè Âàøà êîëåñíèöà ðàçáèâàåò ðûíî÷íûå ïàëàòêè è ãëèíÿíóþ ïîñóäó â óçêèõ ïåðåóëêàõ. Øèïÿùèé Àíàêñèìàíäð ïûòàåòñÿ äàòü Âàì îòâåäàòü âêóñ êíóòà, íî áåç óñïåõà.\nÂû ïðîíîñèòåñü ìèìî ñîáîðà Ñâÿòîé Ñîôèè ïî Àâãóñòåîíó, è ïåðåïóãàííûå ñâÿùåííèêè ðàçáåãàþòñÿ â ñòîðîíû, ÷òîáû óéòè ñ Âàøåãî ïóòè. Ïðè ðåçêîì ïîâîðîòå Âû ïðîäîëæàåòå íåñòèñü âïåð¸ä íà Ìåñó, ãëàâíóþ óëèöó, áûñòðî ïðîåçæàÿ ìèìî òåëåã ñ âîëàìè è ôîðóìà Êîíñòàíòèíà äî òîãî, êàê Ñïèðèäîí ðåçêî ïîâîðà÷èâàåò íà ñåâåð â ñòîðîíó Çîëîòîãî Ðîãà. Â êîíöå êîíöîâ îí òåðÿåò êîíòðîëü íàä ñâîåé êîëåñíèöåé â äîêàõ è ïàäàåò â ñëîæåííûå ÿùèêè. Âû ñïðûãèâàåòå ñ êîëåñíèöû è äîñòàåòå áóëàâó.;;x
EVTDESCLoR.415;"Spyridon has been impaled on a nearby fence and his dead eyes glare at you accusingly. Anaximandros, however, lies wheezing on the docks with a broken leg. He curses your name as you approach him with your mace. ""Why do all this?"" you ask him. ""What could you possibly gain?""\n\nThe little man grins wryly at you. ""Eons ago, there were four chariot racing teams: the Blues, the Greens, the Whites and the Reds. Then the two most powerful teams all but absorbed the two weakest. Who speaks of the Whites today? Or the Reds? Where is their glory? The domination of the Blues and Greens had to end, Majesty. At any cost. If my nephew Spyridon and I could get them to wipe each other out..."" You have heard enough. With a single blow, your mace forever silences Anaximandros.";;;;;;;;;;;"Ñïèðèäîíà ïðèäàâèëè ÿùèêè. Åãî ì¸ðòâûå ãëàçà ñìîòðÿò íà Âàñ ñ îñóæäåíèåì. Àíàêñèìàíäð, îäíàêî, õðèïèò â ñòîðîíå ñî ñëîìàííîé íîãîé. Îí ïðîêëèíàåò Âàøå èìÿ, êîãäà Âû ïðèáëèæàåòåñü ê íåìó ñ áóëàâîé. ""Çà÷åì âñ¸ ýòî?"" — ñïðàøèâàåòå Âû ó íåãî. — ""×òî Âû õîòåëè ïîëó÷èòü?""\nÊàðëèê êðèâî óñìåõàåòñÿ. ""Íåñêîëüêî ýïîõ íàçàä áûëî ÷åòûðå êîìàíäû â ãîíêàõ íà êîëåñíèöàõ: Ñèíèå, Çåë¸íûå, Áåëûå è Êðàñíûå. Òîãäà äâå ñàìûå ìîùíûå êîìàíäû ïîãëîòèëè ñëàáûõ. Êòî ãîâîðèò ïðî Áåëûõ ñåãîäíÿ? Èëè ïðî Êðàñíûõ? Ãäå èõ ñëàâà? Ãîñïîäñòâî Ñèíèõ è Çåë¸íûõ äîëæíî áûëî çàêîí÷èòüñÿ, Âàøå Âåëè÷åñòâî. Ëþáîé öåíîé. Åñëè ìîé ïëåìÿííèê Ñïèðèäîí è ÿ ñìîãëè áû çàñòàâèòü èõ óíè÷òîæèòü äðóã äðóãà..."" Âû ñëûøàëè äîñòàòî÷íî. Îäíèì óäàðîì Âàøà áóëàâà íàâñåãäà çàñòàâèëà Àíàêñèìàíäðà çàìîë÷àòü.";;x
EVTDESCLoR.416;"Spyridon has been impaled on a nearby fence and his dead eyes glare at you accusingly. Anaximandros, however, lies wheezing on the docks with a broken leg. He curses your name as you approach him with your mace. ""Why do all this?"" you ask him. ""What could you possibly gain?""\n\n The little man grins wryly at you. ""Eons ago, there were four chariot racing teams: the Blues, the Greens, the Whites and the Reds. Then the two most powerful teams all but absorbed the two weakest. Who speaks of the Whites today? Or the Reds? The domination of the Blues and Greens had to end, Majesty. At any cost. If my nephew Spyridon and I could get them to wipe each other out..."" You have heard enough. Varangian Guardsmen on horseback finally catch up with you and are instructed to take Anaximandros away.";;;;;;;;;;;"Ñïèðèäîíà ïðèäàâèëè ÿùèêè. Åãî ì¸ðòâûå ãëàçà ñìîòðÿò íà Âàñ ñ îñóæäåíèåì. Àíàêñèìàíäð, îäíàêî, õðèïèò â ñòîðîíå ñî ñëîìàííîé íîãîé. Îí ïðîêëèíàåò Âàøå èìÿ, êîãäà Âû ïðèáëèæàåòåñü ê íåìó ñ áóëàâîé. ""Çà÷åì âñ¸ ýòî?"" — ñïðàøèâàåòå Âû ó íåãî. — ""×òî Âû õîòåëè ïîëó÷èòü?""\nÊàðëèê êðèâî óñìåõàåòñÿ. ""Íåñêîëüêî ýïîõ íàçàä áûëî ÷åòûðå êîìàíäû â ãîíêàõ íà êîëåñíèöàõ: Ñèíèå, Çåë¸íûå, Áåëûå è Êðàñíûå. Òîãäà äâå ñàìûõ ìîùíûå êîìàíäû ïîãëîòèëè ñëàáûõ. Êòî ãîâîðèò ïðî Áåëûõ ñåãîäíÿ? Èëè ïðî Êðàñíûõ? Ãäå èõ ñëàâà? Ãîñïîäñòâî Ñèíèõ è Çåë¸íûõ äîëæíî áûëî çàêîí÷èòüñÿ, Âàøå Âåëè÷åñòâî. Ëþáîé öåíîé. Åñëè ìîé ïëåìÿííèê Ñïèðèäîí è ÿ ñìîãëè áû çàñòàâèòü èõ óíè÷òîæèòü äðóã äðóãà..."" Âû ñëûøàëè äîñòàòî÷íî. Âàðÿæñêàÿ ãâàðäèÿ äîãíàëà Âàñ è ïîñàäèëà Àíàêñèìàíäðà ïîä çàìîê.";;x
EVTDESCLoR.417;"Members of the Varangian Guard leap into the arena in defense of their [Root.GetTitle] and swiftly cut down those rioters foolish enough to approach your chariot. They rush you to the safety of your palace, but the rest of Constantinople burns when the upset crowds spill out of the Hippodrome and onto the streets. As you watch the fires spread from your palatial balcony, you raise your fists to the heavens and bellow at the top of your lungs:\n\n""AAANNNNAAAXIMANDROOOS!!!!!!!!!!!!!!""";;;;;;;;;;;"Ãâàðäåéöû ñïðûãèâàþò íà àðåíó, ÷òîáû çàùèòèòü Âàñ, è áûñòðî îêîðà÷èâàþò áóíòîâùèêîâ, äîñòàòî÷íî ãëóïûõ, ÷òîáû ïðèáëèçèòüñÿ ê Âàøåé êîëåñíèöå. Âàðÿæñêàÿ ãâàðäèÿ ïðîáèâàåò Âàì áåçîïàñíûé ïóòü äî äâîðöà, íî îñòàëüíàÿ ÷àñòü Êîíñòàíòèíîïîëÿ ãîðèò, ïîêà ðàññòðîåííàÿ òîëïà âûðûâàåòñÿ èç Èïïîäðîìà íà óëèöû. Êîãäà Âû ñìîòðèòå ñ äâîðöîâîãî áàëêîíà, êàê ðàñïðîñòðàíÿåòñÿ ïîæàð, Âû ïîäíèìàåòå êóëàêè ê íåáó è ðåâåòå ñî âñåé ñèëû:\n""ÀÀÀÍÍÍÀÀÀÊÑÈÌÀÀÀÀÀÍÄÐ!!!!!!!!!!!!!!""";;x
EVTDESCLoR.500;Chariot races are scheduled to be held soon at the Hippodrome. Eight charioteers from the traditional Blue and Green teams will be competing for glory on the track. You may choose to throw your weight behind one of these factions and bet on them in a show of support.;;;;;;;;;;;Íà Èïïîäðîìå ñêîðî ïëàíèðóþòñÿ ãîíêè êîëåñíèö. Âîñåìü êîëåñíèö îò òðàäèöèîííûõ Ñèíåé è Çåë¸íîé êîìàíä áóäóò ñðàæàòüñÿ çà ñëàâó. Âû ìîæåòå âûáðàòü, êîìó îòäàòü ïðåäïî÷òåíèå èç ýòèõ ôðàêöèé è ïîñòàâèòü íà íèõ â çíàê ïîääåðæêè.;;x
EVTDESCLoR.501;It was close, but the Blue team emerged as the winner after a tense final lap. Their triumphant charioteer makes a victory lap to the cheers of the ecstatic crowds. When he passes your seat he bows his head as a sign of respect and gratitude.;;;;;;;;;;;Ñîïåðíèêè øëè âðîâåíü, íî Ñèíÿÿ êîìàíäà ñòàëà ïîáåäèòåëåì ïîñëå íàïðÿæåííîãî ïîñëåäíåãî êðóãà. Èõ âîçíè÷èé äåëàåò êðóã ïî÷¸òà ïîä îâàöèè âîñòîðæåííîé òîëïû. Êîãäà îí ïðîåçæàåò ìèìî Âàøåãî ìåñòà, îí ñêëîíÿåò ãîëîâó â çíàê óâàæåíèÿ è ïðèçíàòåëüíîñòè.;;x
EVTDESCLoR.502;The Blue team lost the race after a nail-biting final lap. To the cheers of the crowd, the triumphant Green charioteer makes a victory lap. As he passes your seat, he flashes a gloating smile and gives you a little wave. Fortunately, your quick-thinking servants remove your wine cup before you can hurl it at him.;;;;;;;;;;;Ñèíÿÿ êîìàíäà ïðîèãðàëà ãîíêó íà ïîñëåäíåì êðóãå. Ïîä êðèêè òîëïû, Çåë¸íûé âîçíè÷èé äåëàåò êðóã ïî÷¸òà. Êîãäà îí ïðîåçæàåò ìèìî Âàøåãî ìåñòà, îí ñâåðêàåò çëîðàäíîé óëûáêîé è ïîìàõèâàåò Âàì. Ê ñ÷àñòüþ, Âàøè ñîîáðàçèòåëüíûå ñëóãè óáðàëè êóáîê ñ âèíîì, ïðåæäå ÷åì Âû øâûðíóëè åãî â âîçíèöó.;;x
EVTDESCLoR.503;It was close, but the Green team emerged as the winner after a tense final lap. Their triumphant charioteer makes a victory lap to the cheers of the ecstatic crowds. When he passes your seat he bows his head as a sign of respect and gratitude.;;;;;;;;;;;Ñîïåðíèêè øëè âðîâåíü, íî Çåë¸íàÿ êîìàíäà ñòàëà ïîáåäèòåëåì ïîñëå íàïðÿæåííîãî ïîñëåäíåãî êðóãà. Èõ âîçíè÷èé äåëàåò êðóã ïî÷åòà ïîä îâàöèè âîñòîðæåííîé òîëïû. Êîãäà îí ïðîåçæàåò ìèìî Âàøåãî ìåñòà, îí ñêëîíÿåò ãîëîâó â çíàê óâàæåíèÿ è ïðèçíàòåëüíîñòè.;;x
EVTDESCLoR.504;The Green team lost the race after a nail-biting final lap. To the cheers of the crowd, the triumphant Blue charioteer makes a victory lap. As he passes your seat, he flashes a gloating smile and gives you a little wave. Fortunately, your quick-thinking servants remove your wine cup before you can hurl it at him.;;;;;;;;;;;Çåë¸íàÿ êîìàíäà ïðîèãðàëà ãîíêó íà ïîñëåäíåì êðóãå. Ïîä êðèêè òîëïû, Ñèíèé âîçíè÷èé äåëàåò êðóã ïî÷åòà. Êîãäà îí ïðîåçæàåò ìèìî Âàøåãî ìåñòà, îí ñâåðêàåò çëîðàäíîé óëûáêîé è ïîìàõèâàåò Âàì. Ê ñ÷àñòüþ, Âàøè ñîîáðàçèòåëüíûå ñëóãè óáðàëè êóáîê ñ âèíîì, ïðåæäå ÷åì Âû øâûðíóëè åãî â âîçíèöó.;;x
EVTOPTALoR.400;An intriguing proposal... count me in.;;;;;;;;;;;Èíòðèãóþùåå ïðåäëîæåíèå... Ìîæåòå ðàññ÷èòûâàòü íà ìåíÿ.;;x
EVTOPTALoR.401;Let us get this over with.;;;;;;;;;;;Äàâàéòå ïîêîí÷èì ñ ýòèì.;;x
EVTOPTALoR.402;Victory, but not thanks to Anaximandros!;;;;;;;;;;;Ïîáåäà, íî íå áëàãîäàðÿ Àíàêñèìàíäðó!;;x
EVTOPTALoR.403;Defeat! Anaximandros will pay!;;;;;;;;;;;Ïîðàæåíèå! Àíàêñèìàíäð çàïëàòèò çà ýòî!;;x
EVTOPTALoR.404;Back! Back, I say!;;;;;;;;;;;Íàçàä! Íàçàä!;;x
EVTOPTALoR.405;I may regret this, but I will join this scheme.;;;;;;;;;;;ß áóäó ñîæàëåòü îá ýòîì, íî ïðèñîåäèíþñü ê Âàøåìó ïëàíó.;;x
EVTOPTALoR.406;Good. This might actually work!;;;;;;;;;;;Õîðîøî. Ýòî äåéñòâèòåëüíî ìîæåò ñðàáîòàòü!;;x
EVTOPTALoR.407;Victory, but no thanks to Anaximandros!;;;;;;;;;;;Ïîáåäà, íî íå áëàãîäàðÿ Àíàêñèìàíäðó!;;x
EVTOPTALoR.408;Confound it all!;;;;;;;;;;;Ïðîêëÿòüå!;;x
EVTOPTALoR.409;Back, knaves!;;;;;;;;;;;Íàçàä, íåãîäÿè!;;x
EVTOPTALoR.410;It had better be. I am in.;;;;;;;;;;;Íà ýòîò ðàç âñå ïîëó÷èòñÿ. ß â äåëå.;;x
EVTOPTALoR.411;Let us hope it does not come to that.;;;;;;;;;;;Áóäåì íàäåÿòüñÿ, ÷òî ýòî íå ïîíàäîáèòñÿ.;;x
EVTOPTALoR.412;Give chase!;;;;;;;;;;;Ïðåñëåäîâàòü!;;x
EVTOPTALoR.413;Bloody gnome.;;;;;;;;;;;×¸ðòîâ êàðëèê.;;x
EVTOPTALoR.414;Give no quarter.;;;;;;;;;;;Íèêàêîé ïîùàäû!;;x
EVTOPTALoR.415;One less headache for me.;;;;;;;;;;;Îäíîé ãîëîâíîé áîëüþ ìåíüøå.;;x
EVTOPTALoR.416;And throw away the key.;;;;;;;;;;;Âûáðîñèòü êëþ÷;;x
EVTOPTALoR.417;When I get my hands on him...;;;;;;;;;;;Êîãäà ÿ äîáåðóñü äî íåãî...;;x
EVTOPTALoR.500;Support the Blues.;;;;;;;;;;;Ïîääåðæàòü Ñèíèõ;;x
EVTOPTALoR.501;I know how to pick a winner.;;;;;;;;;;;ß çíàþ, êàê âûáèðàòü ïîáåäèòåëÿ.;;x
EVTOPTALoR.502;That little...!;;;;;;;;;;;Ñîâñåì ÷óòü-÷óòü!;;x
EVTOPTALoR.503;I know how to pick a winner.;;;;;;;;;;;ß çíàþ, êàê âûáèðàòü ïîáåäèòåëÿ.;;x
EVTOPTALoR.504;That little...!;;;;;;;;;;;Ñîâñåì ÷óòü-÷óòü!;;x
EVTOPTBLoR.400;By cheating? No thanks.;;;;;;;;;;;Ïîéòè íà îáìàí? Íåò, ñïàñèáî.;;x
EVTOPTBLoR.405;Not interested. Guards, haul this wretched creature away!;;;;;;;;;;;Íåèíòåðåñíî. Ñòðàæà, óáåðèòå ýòî íåñ÷àñòíîå ñóùåñòâî ïðî÷ü!;;x
EVTOPTBLoR.410;You must be joking. Guards!;;;;;;;;;;;Òû äîëæíî áûòü øóòèøü. Ñòðàæà!;;x
EVTOPTBLoR.412;Stay behind.;;;;;;;;;;;Îñòàòüñÿ ïîçàäè.;;x
EVTOPTBLoR.414;Show mercy.;;;;;;;;;;;Ïðîÿâèòü ìèëîñåðäèå.;;x
EVTOPTBLoR.500;Support the Greens.;;;;;;;;;;;Ïîääåðæàòü Çåë¸íûõ;;x
EVTOPTCLoR.500;I have no time for silly games.;;;;;;;;;;;Ó ìåíÿ íåò âðåìåíè íà ãëóïûå èãðû;;x
EVTTOOLTIPLoR.401;You practise chariot racing.;;;;;;;;;;;Âû ïðàêòèêóåòåñü â ãîíêàõ íà êîëåñíèöàõ.;;x
EVTTOOLTIPLoR.405;The chariot race has concluded.;;;;;;;;;;;Ãîíêè íà êîëåñíèöàõ çàâåðøåíû.;;x
EVTTOOLTIPLoR.406;You resume your training.;;;;;;;;;;;Âû ïðîäîëæàåòå ñâîè òðåíèðîâêè.;;x
EVTTOOLTIPLoR.413;You remain at the Hippodrome to stifle this riot.;;;;;;;;;;;Âû îñòà¸òåñü íà èïïîäðîìå, ÷òîáû ïîäàâèòü áóíò.;;x
EVTTOOLTIPLoR.414;You pursue them outside the Hippodrome.;;;;;;;;;;;Âû ïðåñëåäóåòå èõ çà ïðåäåëàìè èïïîäðîìà.;;x
EVTTOOLTIPLoR.415;You show no mercy.;;;;;;;;;;;Âû íå ïðîÿâëÿåòå ìèëîñåðäèå.;;x
EVTTOOLTIPLoR.416;You show mercy.;;;;;;;;;;;Âû ïðîÿâëÿåòå ìèëîñåðäèå.;;x
EVTTOOLTIPLoR.417;Constantinople is engulfed in riots!;;;;;;;;;;;Êîíñòàíòèíîïîëü îõâà÷åí áåñïîðÿäêàìè!;;x
EVTTOOLTIPLoR.501;the Blue team winning.;;;;;;;;;;;Ñèíÿÿ êîìàíäà ïîáåäèëà;;x
EVTTOOLTIPLoR.502;the Blue team losing.;;;;;;;;;;;Ñèíÿÿ êîìàíäà ïðîèãðàëà;;x
EVTTOOLTIPLoR.503;the Green team winning.;;;;;;;;;;;Çåë¸íàÿ êîìàíäà ïîáåäèëà.;;x
EVTTOOLTIPLoR.504;the Green team losing.;;;;;;;;;;;Çåë¸íàÿ êîìàíäà ïðîèãðàëà.;;x
