AbrahamDLC;Sons of Abraham;;;;;;;;;;;Sons of Abraham;;x
DLC_dlc047_TOOLTIP_DELAYED;- Historically appropriate clothing for cultures in Eastern Europe and the Middle East between the 8th to 10th centuries;;;;;;;;;;;- Èñòîðè÷åñêè òî÷íûå âèäû îäåæäû äëÿ êóëüòóð Âîñòî÷íîé Åâðîïû ñ VIII ïî X âåêà;;x
DLC_dlc047_TOOLTIP_INSTANT;§YEarly Eastern Clothing Pack Pack§!;;;;;;;;;;;§YEarly Eastern Clothing Pack Pack§!;;x
DLC_dlc048_EXAMPLE_IMAGE_1_TOOLTIP;King Desiderius of Lombardy \nDynasty: Alachisling \nDate: 769 AD;;;;;;;;;;;Äåçèäåðèé, êîðîëü Ëîìáàðäèè\nÄèíàñòèÿ: Àëàõèñëèíã\nÄàòà: 769 ãîä í.ý.;;x
DLC_dlc048_EXAMPLE_IMAGE_1_TOOLTIP_DELAYED;Desiderius was a king of the Lombard Kingdom of northern Italy during the Charlemagne era. He was attempting to extend the Lombard power in Italy but came into collision with the papacy. Desiderius married off his daughter, Desiderata, to Charlemagne who would later conquer his realm.;;;;;;;;;;;Äåçèäåðèé ïðàâèë Ëîìáàðäèåé, êîðîëåâñòâîì â ñåâåðíîé Èòàëèè ýïîõè Êàðëà Âåëèêîãî è ïûòàëñÿ ðàñøèðèòü âëàñòü â Èòàëèè, íî ñòîëêíóëñÿ ñ Ïàïñòâîì. Îí âûäàë ñâîþ äî÷ü Äåçèäåðàòó çà Êàðëà Âåëèêîãî, êîòîðûé ïîçæå çàâîåâàë åãî ñòðàíó.;;x
DLC_dlc048_EXAMPLE_IMAGE_2_TOOLTIP;Basileus Konstantinos of the Byzantine Empire \nDynasty: Isauros \nDate: 769 AD;;;;;;;;;;;Êîíñòàíòèí V, èìïåðàòîð Âèçàíòèè\nÄèíàñòèÿ: Èñàâð\nÄàòà: 769 ãîä í.ý.;;x
DLC_dlc048_EXAMPLE_IMAGE_2_TOOLTIP_DELAYED;Konstantinos V, also called the dung-named by his enemies, was a Byzantine emperor infamous for his fervent stance against God being depicted in art or as an icon. He was successful in defending against the onslaught of Muslim conquests, but suffered setbacks in Europe against the Bulgars.;;;;;;;;;;;"Êîíñòàíòèí V, êîòîðîãî âðàãè íàçûâàëè ""Êîïðîíèì"" (íàâîçíèê), áûë âèçàíòèéñêèì èìïåðàòîðîì, ïå÷àëüíî èçâåñòíûì ñâîåé ïûëêîé ïîçèöèåé ïðîòèâ èçîáðàæåíèÿ Áîãà â èñêóññòâå èëè â âèäå èêîíû. Îí óñïåøíî îòáèë íàòèñê ìóñóëüìàíñêèõ çàâîåâàåâàòåëåé, íî ïîòåðïåë ïîðàæåíèå îò áîëãàð â Åâðîïå.";;x
DLC_dlc048_EXAMPLE_IMAGE_3_TOOLTIP;King Haraldr Wartooth \nDynasty: Sköldung \nDate: 769 AD;;;;;;;;;;;Êîíóíã Õàðàëüä Áîåçóá\nÄèíàñòèÿ: Ñêü¸ëüäóíã\nÄàòà: 769 ãîä í.ý.;;x
DLC_dlc048_EXAMPLE_IMAGE_3_TOOLTIP_DELAYED;Haraldr Wartooth was a legendary king of Denmark who succeeded his father as king of Sjælland and expanded his realm. He is said to have met his death at the semi-legendary Battle of Bråvalla. His name, ‘Wartooth’ may have been a comment on his teeth or derived from ‘war hero’.;;;;;;;;;;;"Õàðàëüä Áîåçóá áûë ëåãåíäàðíûì êîíóíãîì Äàíèè, êîòîðûé óíàñëåäîâàë îò ñâîåãî îòöà êîíóíãñòâî Ñúåëëàíä è ðàñøèðèë åãî. Ãîâîðÿò, ÷òî îí âñòðåòèë ñâîþ ñìåðòü â ïîëóëåãåíäàðíîé áèòâå ïðè Áðîâàëëå. Åãî èìÿ ""Áîåçóá"", âîçìîæíî, áûëî îòñûëêîé ê åãî çóáàì èëè æå ïðîèçîøëî îò ôðàçû ""ãåðîé âîéíû"".";;x
DLC_dlc048_EXAMPLE_IMAGE_4_TOOLTIP;King Dawit II of Axum \nDynasty: Gideon \nDate: 1066 AD;;;;;;;;;;;Äàóèò II, ïðàâèòåëü Àêñóìà\nÄèíàñòèÿ: Ãèäåîí\nÄàòà: 1066 ãîä í.ý.;;x
DLC_dlc048_EXAMPLE_IMAGE_4_TOOLTIP_DELAYED;The Kingdom of Axum was a trading empire located in northern Ethiopia. It was a significant trade post on the commercial route between the Roman Empire and Ancient India. It’s also claimed to be the resting place of the Ark of the Covenant and the purported home of the Queen of Sheba.;;;;;;;;;;;Àêñóì áûë òîðãîâîé èìïåðèåé, ðàñïîëîæåííîé â ñåâåðíîé Ýôèîïèè. Îí áûë âàæíîé òî÷êîé íà òîðãîâîì ïóòè ìåæäó Ðèìñêîé Èìïåðèåé è Äðåâíåé Èíäèåé. Òàêæå óòâåðæäàþò, ÷òî ýòî öàðñòâî áûëî ìåñòîì óïîêîåíèÿ Êîâ÷åãà Çàâåòà è ïðåäïîëàãàåìûì äîìîì öàðèöû Ñàâñêîé.;;x
DLC_dlc048_RECOMMENDATION_CHARLEMAGNE;The §YCharlemagne Dynasty Shields§! adds 50 Coat of Arms for famous and prestigious families who reigned during the historical time of Charlemagne.\n;;;;;;;;;;;Íàáîð §YCharlemagne Dynasty Shields§! äîáàâèò 50 ãåðáîâ äèíàñòèè Åâðîïû ýïîõè Êàðëà Âåëèêîãî.\n;;x
DLC_dlc048_TOOLTIP_DELAYED;- 50 unique dynastic shields for 50 famous families of Medieval Europe from the Charlemagne era;;;;;;;;;;;- 50 óíèêàëüíûõ ãåðáîâ äëÿ äèíàñòèé Åâðîïû ýïîõè Êàðëà Âåëèêîãî;;x
DLC_dlc048_TOOLTIP_INSTANT;§YDynasty Shields Charlemagne§!;;;;;;;;;;;§YDynasty Shields Charlemagne§!;;x
DLC_dlc050_RECOMMENDATION_WAY_OF_LIFE;§YWay of Life§! adds a layer of character focus to Crusader Kings 2, where every character can select a Focus which grants them a bonus as well as specific content to their chosen lifestyle.\n;;;;;;;;;;;Äîïîëíåíèå §YWay of Life§! äîáàâëÿåò â èãðó òàêîé àñïåêò, êàê æèçíåííûé ïóòü, êîãäà êàæäûé ïåðñîíàæ ìîæåò ñîñðåäîòî÷èòüñÿ íà îäíîì íàïðàâëåíèè â ñâî¸ì ðàçâèòèè, êîòîðîå äà¸ò åìó ïðåèìóùåñòâà. Âñ¸ ýòî îçíà÷àåò, ÷òî äîáàâëÿåòñÿ íîâûé êîíòåíò, ñâÿçàííûé ñ îáðàçîì æèçíè ïåðñîíàæåé.\n;;x
DLC_dlc050_TOOLTIP_DELAYED;- A total of 10 Focuses \n- Gain immediate benefits from your chosen Focus \n\nAdditional Features: \n- Hundreds of new events and 20 new images \n- Many new diplomatic interactions;;;;;;;;;;;- 10 æèçíåííûõ ïóòåé\n- Êàæäûé ïóòü äà¸ò ñâîè âîçìîæíîñòè è áîíóñû\n\nÊðîìå òîãî:\n- Ñîòíè íîâûõ ñîáûòèé è 20 íîâûõ êàðòèíîê\n- Íîâûå äèïëîìàòè÷åñêèå âçàèìîäåéñòâèÿ;;x
DLC_dlc050_TOOLTIP_INSTANT;§YWay of Life§!;;;;;;;;;;;§YWay of Life§!;;x
DLC_dlc051_RECOMMENDATION_IBERIAN;The §Y$DLC_NAME$§! contains exclusive unit models for the §Y[Root.Culture.GetName]§! culture. Now meaning that you can easily distinguish your culture unique armies on the map.\n;;;;;;;;;;;Íàáîð §Y$DLC_NAME$§! ñîäåðæèò óíèêàëüíûå ôèãóðêè âîéñê §Y[Root.GetCultureAdj]îé§! êóëüòóðû. Ýòî îçíà÷àåò, ÷òî Âû ñìîæåòå ëåãêî ðàçëè÷àòü èõ íà êàðòå.\n;;x
DLC_dlc051_TOOLTIP_DELAYED;- Unique graphic units for characters of Iberian cultures;;;;;;;;;;;- Óíèêàëüíûå ôèãóðêè âîéñê äëÿ èáåðèéñêèõ êóëüòóð;;x
DLC_dlc051_TOOLTIP_INSTANT;§YIberian Unit Pack§!;;;;;;;;;;;§YIberian Unit Pack§!;;x
DLC_dlc052_RECOMMENDATION_IBERIAN;The §Y$DLC_NAME$§! will make the characters of §Y[Root.Culture.GetName]§! culture appear unique in your game, with a wide arrange of face combinations for both male and female characters.\n;;;;;;;;;;;Íàáîð §Y$DLC_NAME$§! ïðèäàñò ïåðñîíàæàì §Y[Root.GetCultureAdj]îé§! êóëüòóðû óíèêàëüíûé âèä, äîáàâèâ òûñÿ÷è êîìáèíàöèé ëèö.\n;;x
DLC_dlc052_TOOLTIP_DELAYED;- Unique face combinations for characters of Iberian cultures;;;;;;;;;;;- Óíèêàëüíûå âèäû ëèö äëÿ ïåðñîíàæåé èáåðèéñêèõ êóëüòóð;;x
DLC_dlc052_TOOLTIP_INSTANT;§YIberian Portraits§!;;;;;;;;;;;§YIberian Portraits§!;;x
DLC_dlc054_RECOMMENDATION_REQUIRED;In §YHorse Lords§!, you can now play as nomadic government.\n;;;;;;;;;;;Ñ äîïîëíåíèåì §YHorse Lords§! Âû ìîæåòå èãðàòü çà êî÷åâíèêîâ, ó êîòîðûõ ñâîÿ îáùåñòâåííî-ïîëèòè÷åñêàÿ ñèñòåìà.\n;;x
DLC_dlc054_TOOLTIP_DELAYED;- Nomadic government for steppe cultures \n- The Silk Road \n\nAdditional Features: \n- Landless raiding adventurers \n- Non-nomadic rulers will have special options \n- Tributaries \n- Over a hundred new events ;;;;;;;;;;;- Êî÷åâàÿ ôîðìà ïðàâëåíèÿ äëÿ ñòåïíûõ êóëüòóð\n- Âåëèêèé Ø¸ëêîâûé ïóòü\n\nÊðîìå òîãî:\n- Áåççåìåëüíûå èñêàòåëè ïðèêëþ÷åíèé (ðàçáîéíèêè-àâàíòþðèñòû)\n- Íåêî÷åâûå ïðàâèòåëè ïîëó÷àò îñîáûå âîçìîæíîñòè\n- Äàííèêè\n- Áîëåå ñîòíè íîâûõ ñîáûòèé ;;x
DLC_dlc054_TOOLTIP_INSTANT;§YHorse Lords§!;;;;;;;;;;;§YHorse Lords§!;;x
DLC_dlc055_RECOMMENDATION_CUMAN;The §YHorse Lords Content Pack§! contains thousands of face combinations for both male and female characters of the Cuman culture, and the pack also includes new soundtracks for steppe cultures, as well as additional content for other cultures.;;;;;;;;;;;Íàáîð §YHorse Lords Content Pack§! ñîäåðæèò òûñÿ÷è êîìáèíàöèé ëèö ïåðñîíàæåé ïîëîâåöêîé êóëüòóðû, à òàêæå íîâóþ ìóçûêó äëÿ ñòåïíûõ êóëüòóð è ïðî÷èé êîíòåíò.\n;;x
DLC_dlc055_RECOMMENDATION_EARLYCULTURES;The §YHorse Lords Content Pack§! contains exclusive unit models for early §Y[Root.Culture.GetName]§! culture, as well as additional songs, portraits and other unit models for other cultures.;;;;;;;;;;;Íàáîð §YHorse Lords Content Pack§! ñîäåðæèò óíèêàëüíûå ôèãóðêè âîéñê ðàííåé §Y[Root.GetCultureAdj]îé§! êóëüòóðû, à òàêæå ìóçûêó, ïîðòðåòû è ôèãóðêè âîéñê äðóãèõ êóëüòóð.\n;;x
DLC_dlc055_RECOMMENDATION_ITALIAN;The §YHorse Lords Content Pack§! contains exclusive unit models for the §Y[Root.Culture.GetName]§! culture, as well as additional songs, portraits and other unit models for other cultures.;;;;;;;;;;;Íàáîð §YHorse Lords Content Pack§! ñîäåðæèò óíèêàëüíûå ôèãóðêè âîéñê §Y[Root.GetCultureAdj]îé§! êóëüòóðû, à òàêæå ìóçûêó, ïîðòðåòû è ôèãóðêè âîéñê äðóãèõ êóëüòóð.\n;;x
DLC_dlc055_RECOMMENDATION_MONGOL;The §YHorse Lords Content Pack§! contains exclusive unit models for the §YMongol§! culture, and the pack also includes new soundtracks for steppe cultures, as well as additional content for other cultures.;;;;;;;;;;;Íàáîð §YHorse Lords Content Pack§! ñîäåðæèò óíèêàëüíûå ôèãóðêè âîéñê §YÌîíãîëüñêîé§! êóëüòóðû, à òàêæå íîâóþ ìóçûêó äëÿ ñòåïíûõ êóëüòóð è ïðî÷èé êîíòåíò.\n;;x
DLC_dlc055_TOOLTIP_DELAYED;- Seven new unit models exclusively for the Mongol culture \n\n * This pack is part of the Horse Lords Content Pack;;;;;;;;;;;- Ñåìü íîâûõ ôèãóðîê âîéñê äëÿ ìîíãîëüñêèõ êóëüòóð\n\n * Ýòîò íàáîð ÿâëÿåòñÿ ÷àñòüþ íàáîðà Horse Lords Content Pack;;x
DLC_dlc055_TOOLTIP_INSTANT;§YMongol Unit Pack§!;;;;;;;;;;;§YMongol Unit Pack§!;;x
DLC_dlc056_TOOLTIP_DELAYED;- Four soundtracks for characters of the Altaic culture group \n\n * This pack is part of the Horse Lords Content Pack;;;;;;;;;;;- ×åòûðå çâóêîâûõ äîðîæêè äëÿ ïåðñîíàæåé àëòàéñêèõ êóëüòóð\n\n * Ýòîò íàáîð ÿâëÿåòñÿ ÷àñòüþ íàáîðà Horse Lords Content Pack;;x
DLC_dlc056_TOOLTIP_INSTANT;§YSongs of the Steppes§!;;;;;;;;;;;§YSongs of the Steppes§!;;x
DLC_dlc057_TOOLTIP_DELAYED;- Unique face combinations for characters of Cuman cultures \n\n * This pack is part of the Horse Lords Content Pack;;;;;;;;;;;- Óíèêàëüíûå âèäû ëèö äëÿ ïåðñîíàæåé ïîëîâåöêèõ êóëüòóð\n\n * Ýòîò íàáîð ÿâëÿåòñÿ ÷àñòüþ íàáîðà Horse Lords Content Pack;;x
DLC_dlc057_TOOLTIP_INSTANT;§YCuman Portraits§!;;;;;;;;;;;§YCuman Portraits§!;;x
DLC_dlc058_TOOLTIP_DELAYED;- Unique graphic units for characters of Early Frankish cultures \n\n * This pack is part of the Horse Lords Content Pack;;;;;;;;;;;- Óíèêàëüíûå ôèãóðêè âîéñê äëÿ äðåâíèõ ôðàíêîâ\n\n * Ýòîò íàáîð ÿâëÿåòñÿ ÷àñòüþ íàáîðà Horse Lords Content Pack;;x
DLC_dlc058_TOOLTIP_INSTANT;§YEarly Frankish Unit Pack§!;;;;;;;;;;;§YEarly Frankish Unit Pack§!;;x
DLC_dlc059_TOOLTIP_DELAYED;- Unique graphic units for characters of Early Germanic cultures \n\n * This pack is part of the Horse Lords Content Pack;;;;;;;;;;;- Óíèêàëüíûå ôèãóðêè âîéñê äëÿ äðåâíèõ ãåðìàíöåâ\n\n * Ýòîò íàáîð ÿâëÿåòñÿ ÷àñòüþ íàáîðà Horse Lords Content Pack;;x
DLC_dlc059_TOOLTIP_INSTANT;§YEarly Germanic Unit Pack§!;;;;;;;;;;;§YEarly Germanic Unit Pack§!;;x
DLC_dlc060_TOOLTIP_DELAYED;- Unique graphic units for characters of Italian cultures \n\n * This pack is part of the Horse Lords Content Pack;;;;;;;;;;;- Óíèêàëüíûå ôèãóðêè âîéñê äëÿ èòàëèéöåâ\n\n * Ýòîò íàáîð ÿâëÿåòñÿ ÷àñòüþ íàáîðà Horse Lords Content Pack;;x
DLC_dlc060_TOOLTIP_INSTANT;§YItalian Unit Pack§!;;;;;;;;;;;§YItalian Unit Pack§!;;x
DLC_dlc061_RECOMMENDATION_CHRISTIAN;The §Y$DLC_NAME$§! contains exclusive unit models for the Christian holy orders. Watch as these warriors of the faith march as unique-looking armies on the map.\n;;;;;;;;;;;Íàáîð §Y$DLC_NAME$§! ñîäåðæèò óíèêàëüíûå ôèãóðêè âîéñê õðèñòèàíñêèõ äóõîâíûõ îðäåíîâ. Íàáëþäàéòå, êàê ýòè âîèíû âåðû ìàðøèðóþò ïî ïðîñòîðàì èãðîâîé êàðòû.\n;;x
DLC_dlc061_TOOLTIP_DELAYED;- Five electro-orchestral soundtracks for Crusader Kings 2;;;;;;;;;;;- Ïÿòü ýëåêòðî-îðêåñòðîâûõ çâóêîâûõ äîðîæåê äëÿ èãðû Crusader Kings 2;;x
DLC_dlc061_TOOLTIP_INSTANT;§YOrchestral House Lords§!;;;;;;;;;;;§YOrchestral House Lords§!;;x
DLC_dlc062_RECOMMENDATION_CONCLAVE;§YConclave§! increases the challenge of the game by giving your councilors extra motivation to seize some of your power.\n;;;;;;;;;;;Äîïîëíåíèå §YConclave§! óñëîæíÿåò èãðó, äîáàâëÿÿ â íå¸ Ìàëûé ñîâåò. Ñîâåòíèêè àêòèâíþ áîðþòñÿ çà âëàñòü è ïîëó÷àþò îñîáûå ïîëíîìî÷èÿ.\n;;x
DLC_dlc062_TOOLTIP_DELAYED;- Council Power \n- Revised education system for royal children \n- The ability to request and call in Favors \n\nAdditional Features:\n- New childhood events \n- Rework of Laws;;;;;;;;;;;- Ìàëûé ñîâåò\n- Íîâàÿ ñèñòåìà îáó÷åíèÿ äåòåé\n- Ìåõàíèêà âçÿòîê è îäîëæåíèé\n\nÊðîìå òîãî:\n- Íîâûå äåòñêèå ñîáûòèÿ\n- Íîâûå çàêîíû;;x
DLC_dlc062_TOOLTIP_INSTANT;§YConclave§!;;;;;;;;;;;§YConclave§!;;x
DLC_dlc063_RECOMMENDATION_ADVISOR_BOTH;The §YConclave Content Pack§! contains exclusive advisor models for the §Y[Root.Culture.GetName]§! culture, for both female and male characters. The pack also includes additional content, such as more advisor models for other cultures.\n;;;;;;;;;;;Íàáîð §YConclave Content Pack§! ñîäåðæèò ôèãóðêè æåíùèí-ñîâåòíèêîâ äëÿ õðèñòèàí §Y[Root.GetCultureAdj]îé§! êóëüòóðû. Òàêæå ýòîò íàáîð äîáàâëÿåò ôèãóðêè íåêîòîðûõ ñîâåòíèêîâ äëÿ äðóãèõ êóëüòóð.\n;;x
DLC_dlc063_RECOMMENDATION_ADVISOR_BOTH_ALTAIC;The §YConclave Content Pack§! contains exclusive advisor models for the §Y[Root.Culture.GetName]§! culture, for both female and male characters. The pack also includes additional content, such as more advisor models for other cultures.\n;;;;;;;;;;;Íàáîð §YConclave Content Pack§! ñîäåðæèò ôèãóðêè æåíùèí-ñîâåòíèêîâ äëÿ õðèñòèàí §Y[Root.GetCultureAdj]îé§! êóëüòóðû. Òàêæå ýòîò íàáîð äîáàâëÿåò ôèãóðêè íåêîòîðûõ ñîâåòíèêîâ äëÿ äðóãèõ êóëüòóð.\n;;x
DLC_dlc063_RECOMMENDATION_ADVISOR_FEMALE;The §YConclave Content Pack§! contains exclusive female advisor models for the Christian §Y[Root.Culture.GetName]§! culture. The pack also includes additional content, such as more advisor models for other cultures.\n;;;;;;;;;;;Íàáîð §YConclave Content Pack§! ñîäåðæèò ôèãóðêè æåíùèí-ñîâåòíèêîâ äëÿ õðèñòèàí §Y[Root.GetCultureAdj]îé§! êóëüòóðû. Òàêæå ýòîò íàáîð äîáàâëÿåò ôèãóðêè íåêîòîðûõ ñîâåòíèêîâ äëÿ äðóãèõ êóëüòóð.\n;;x
DLC_dlc063_RECOMMENDATION_ADVISOR_FEMALE_CENTRAL_GERMANIC_AND_LATIN;The §YConclave Content Pack§! contains exclusive female advisor models for the Christian §Y[Root.Culture.GetName]§! culture. The pack also includes additional content, such as more advisor models for other cultures.\n;;;;;;;;;;;Íàáîð §YConclave Content Pack§! ñîäåðæèò ôèãóðêè æåíùèí-ñîâåòíèêîâ äëÿ õðèñòèàí §Y[Root.GetCultureAdj]îé§! êóëüòóðû. Òàêæå ýòîò íàáîð äîáàâëÿåò ôèãóðêè íåêîòîðûõ ñîâåòíèêîâ äëÿ äðóãèõ êóëüòóð.\n;;x
DLC_dlc063_RECOMMENDATION_ADVISOR_FEMALE_EAST_SLAVIC;The §YConclave Content Pack§! contains exclusive female advisor models for the Christian §Y[Root.Culture.GetName]§! culture. The pack also includes additional content, such as more advisor models for other cultures.\n;;;;;;;;;;;Íàáîð §YConclave Content Pack§! ñîäåðæèò ôèãóðêè æåíùèí-ñîâåòíèêîâ äëÿ õðèñòèàí §Y[Root.GetCultureAdj]îé§! êóëüòóðû. Òàêæå ýòîò íàáîð äîáàâëÿåò ôèãóðêè íåêîòîðûõ ñîâåòíèêîâ äëÿ äðóãèõ êóëüòóð.\n;;x
DLC_dlc063_RECOMMENDATION_BOATS;The §YConclave Content Pack§! contains unique boat models for naval units of §YIndian§! and §YArabic§! cultures. Additionally, the pack comes with many exclusive advisor models for the Western Christian cultures, and Steppe Cultures.\n;;;;;;;;;;;Íàáîð §YConclave Content Pack§! ñîäåðæèò óíèêàëüíûå ôèãóðêè êîðàáëåé äëÿ §YÈíäèéñêèõ§! è §YÀðàáñêèõ§! êóëüòóð. Êðîìå òîãî, ýòîò íàáîð äîáàâëÿåò ìíîæåñòâî ôèãóðîê ñîâåòíèêîâ äëÿ çàïàäíûõ õðèñòèàí è ñòåïíûõ êóëüòóð.\n;;x
DLC_dlc063_RECOMMENDATION_FINNO_UGRIC;The §YConclave Content Pack§! contains a portrait pack for characters of the Finno-Ugric cultures. Additionally, the pack comes with many exclusive advisor models for the Western Christian cultures, and Steppe Cultures.\n;;;;;;;;;;;Íàáîð §YConclave Content Pack§! ñîäåðæèò ïîðòðåòû ïåðñîíàæåé ôèííî-óãîðñêèõ êóëüòóð. Êðîìå òîãî, ýòîò íàáîð äîáàâëÿåò ìíîæåñòâî ôèãóðîê ñîâåòíèêîâ äëÿ çàïàäíûõ õðèñòèàí è ñòåïíûõ êóëüòóð.\n;;x
DLC_dlc063_TOOLTIP_DELAYED;- Corners of the Earth Building Pack: Historical buildings appear on the map \n- Finno-Ugric Portrait Pack \n- Indian and Arabic Boats Unit Pack \n- Mongol/Steppe Male and Female Councilor Model Pack \n- Western/Christian Female Councilor Model Pack \n- New Event Pictures and one new loading screen;;;;;;;;;;;- Corners of the Earth Building Pack: Èñòîðè÷åñêèå ñòðîåíèÿ íà êàðòå\n- Finno-Ugric Portrait Pack\n- Indian and Arabic Boats Unit Pack\n- Mongol/Steppe Male and Female Councilor Model Pack\n- Western/Christian Female Councilor Model Pack\n- Íîâûå êàðòèíêè äëÿ ñîáûòèé è ýêðàíà çàãðóçêè èãðû;;x
DLC_dlc063_TOOLTIP_INSTANT;§YConclave Content Pack§!;;;;;;;;;;;§YConclave Content Pack§!;;x
DLC_dlc064_TOOLTIP_DELAYED;- Six metal soundtracks with focus on Vikings;;;;;;;;;;;- Øåñòü çâóêîâûõ äîðîæåê â ñòèëå ìåòàëë ïî òåìàòèêå âèêèíãîâ;;x
DLC_dlc064_TOOLTIP_INSTANT;§YViking Metal§!;;;;;;;;;;;§YViking Metal§!;;x
DLC_dlc065_RECOMMENDATION_INDIA;This is a free DLC. The §Y$DLC_NAME$§! will make the characters of §Y[Root.Culture.GetName]§! culture appear unique in your game, with a wide arrange of face combinations for both male and female characters.\n;;;;;;;;;;;Ýòî áåñïëàòíîå DLC. §Y$DLC_NAME$§! ïðèäàñò ïåðñîíàæàì §Y[Root.GetCultureAdj]îé§! êóëüòóðû óíèêàëüíûé âèä, äîáàâèâ òûñÿ÷è êîìáèíàöèé ëèö.\n;;x
DLC_dlc065_TOOLTIP_DELAYED;- Unique face combinations for characters of Southern Indian cultures \n\n * Please note that you might have been granted ownership of this DLC through owning other Crusader Kings II content.;;;;;;;;;;;- Óíèêàëüíûå âèäû ëèö äëÿ êóëüòóð Þæíîé Èíäèè\n\n * Îáðàòèòå âíèìàíèå, ÷òî, âîçìîæíî, Âû óæå ïîëó÷èëè äîñòóï ê ýòîìó DLC, ïðèîáðåòàÿ äðóãîé êîíòåêò äëÿ èãðû Crusader Kings II.;;x
DLC_dlc065_TOOLTIP_INSTANT;§YSouth Indian Portraits§!;;;;;;;;;;;§YSouth Indian Portraits§!;;x
DLC_dlc066_RECOMMENDATION_REAPERS;With §YThe Reaper's Due§! expansion the deadly diseases of medieval times sweep across the world to claim many lives.\n;;;;;;;;;;;Ñ äîïîëíåíèåì §YReaper's Due§! ñðåäíåâåêîâüå ñòàíîâèòñÿ äåéñòâèòåëüíî ñóðîâûì, âåäü äîáàâëÿþòñÿ ñìåðòåëüíûå ýïèäåìèè è íîâûå ðèñêè, ñâÿçàííûå ñî çäîðîâüåì è óâå÷üÿìè ïåðñîíàæåé. Íå çàáûâàéòå î ãîñïèòàëÿõ è ëåêàðÿõ.\n;;x
DLC_dlc066_TOOLTIP_DELAYED;- A new epidemic system and The Black Death \n- Court Physicians and Hospitals \n- Prosperity and Depopulation \n\nAdditional Features:\n- New action Go into Seclusion \n- 30+ ways to torture or execute your prisoners \n- New physical Traits that can be seen on portraits \n- New events chains about immortality, death, sickness, and cats;;;;;;;;;;;- Íîâàÿ ñèñòåìà ýïèäåìèé\n- Ïðèäâîðíûå ëåêàðè è ãîñïèòàëè\n- Ïðîöâåòàíèå è âûìèðàíèå\n\nÊðîìå òîãî:\n- Íîâîå äåéñòâèå: èçîëÿöèÿ (êàðàíòèí)\n- Áîëåå 30 ñïîñîáîâ ïûòàòü è êàçíèòü óçíèêîâ\n- Íîâûå ôèçè÷åñêèå ÷åðòû, îòðàæàþùèåñÿ íà ïîðòðåòå ïåðñîíàæà\n- Íîâûå ñîáûòèÿ î ïîèñêàõ âå÷íîé æèçíè, ñìåðòè, çàáîëåâàíèÿõ è... êîøêàõ;;x
DLC_dlc066_TOOLTIP_INSTANT;§YThe Reaper's Due§!;;;;;;;;;;;§YThe Reaper's Due§!;;x
DLC_dlc067_RECOMMENDATION_BYZANTINE;§YThe Reaper's Due Content Pack§! contains a clothing pack so now your Byzantine characters can dress themselves in more historically accurate clothing. The pack also includes content for other cultures.\n;;;;;;;;;;;Íàáîð §YReaper's Due Content Pack§! ñîäåðæèò îäåæäó äëÿ âèçàíòèéñêèõ ïåðñîíàæåé. Êðîìå òîãî, îí äîáàâëÿåò êîíòåíò äëÿ äðóãèõ êóëüòóð.\n;;x
DLC_dlc067_RECOMMENDATION_EAST_AFRICA;§YThe Reaper's Due Content Pack§! contains a portrait pack which allows for many face combinations for characters coming from the cultures of East Africa. The pack also includes new models for the councilors of African descent, as well as more content for other cultures.\n;;;;;;;;;;;Íàáîð §YReaper's Due Content Pack§! ñîäåðæèò ïîðòðåòû ñ íîâûìè êîìáèíàöèÿìè ëèö äëÿ Âîñòî÷íîé Àôðèêè. Êðîìå òîãî, ýòîò íàáîð âêëþ÷àåò â ñåáÿ íîâûå ôèãóðêè ñîâåòíèêîâ-àôðèêàíöåâ, à òàêæå ïðî÷èé êîíòåíò äëÿ äðóãèõ êóëüòóð.\n;;x
DLC_dlc067_RECOMMENDATION_EAST_SLAVIC;§YThe Reaper's Due Content Pack§! contains unique models for your female councilors coming from the Eastern Slavic cultures. The pack also includes content for other cultures.\n;;;;;;;;;;;Íàáîð §YReaper's Due Content Pack§! ñîäåðæèò óíèêàëüíûå ôèãóðêè æåíùèí-ñîâåòíèêîâ äëÿ âîñòî÷íî-ñëàâÿíñêèõ êóëüòóð. Êðîìå òîãî, îí äîáàâëÿåò êîíòåíò äëÿ äðóãèõ êóëüòóð.\n;;x
DLC_dlc067_RECOMMENDATION_WEST_AFRICA;§YThe Reaper's Due Content Pack§! contains unique councilor models for both female and male councilors coming from the African cultures. The pack also includes content for other cultures.\n;;;;;;;;;;;Íàáîð §YReaper's Due Content Pack§! ñîäåðæèò óíèêàëüíûå ôèãóðêè ñîâåòíèêîâ äëÿ àôðèêàíñêèõ êóëüòóð. Êðîìå òîãî, îí äîáàâëÿåò êîíòåíò äëÿ äðóãèõ êóëüòóð.\n;;x
DLC_dlc067_TOOLTIP_DELAYED;- East African Portrait Pack \n- Late Byzantine Clothing Pack \n- Eastern Europe Female Model Pack \n- African Female and Male Model Packs ;;;;;;;;;;;- East African Portrait Pack\n- Late Byzantine Clothing Pack\n- Eastern Europe Female Model Pack\n- African Female and Male Model Packs ;;x
DLC_dlc067_TOOLTIP_INSTANT;§YThe Reaper's Due Content Pack§!;;;;;;;;;;;§YThe Reaper's Due Content Pack§!;;x
