#CODE;ENGLISH;;;;;;;;;;;RUSSIAN;;x
EVTNAME39100;The Knights of St. John;;;;;;;;;;;Pûöàðè Ñâ. Èîàííà;;x
EVTDESC39600;[From.GetTitledFirstName], a preacher in the service of [From.Liege.GetTitledName], has arrived in [From.Location.GetName] to spread the gospel of their foreign religion. He has little regard for our old faith, declaring it sinful, and he has explained in detail the horrors we shall suffer in the afterlife unless we mend our ways.;;;;;;;;;;;[From.GetTitledFirstName], ïðîïîâåäíè[From.GetTsaK], êîòîð[From.GetAyaYy] óòâåðæäàåò, ÷òî [From.GetHersHis] ïîñëàë[From.Liege.GetEndA] [From.Liege.GetTitledFirstName], ïðèáûë[From.GetEndA] â [From.Location.County.GetAdjective]ñêèå çåìëè, äàáû íåñòè ñâî¸ ÷óæåðîäíîå ó÷åíèå. [From.GetSheHeCap] íåâûñîêîãî ìíåíèÿ î íàøåé ñòàðîé âåðå, íàçûâàåò å¸ ãðåõîâíîé, è ïîäðîáíî îïèñûâàåò óæàñû, îæèäàþùèå íàñ â çàãðîáíîé æèçíè, åñëè íå âñòàíåì íà ïðàâåäíûé ïóòü.;;x
EVTDESC39601;[From.GetTitledFirstName] has continued preaching his religion in [From.Location.GetName], and he seems to be gathering a larger and larger audience. After listening to one of his sermons, you have to admit that the new faith may have some advantages...;;;;;;;;;;;[From.GetTitledFirstName] ïðîäîëæàåò ïðîïîâåäîâàòü ñâîþ ðåëèãèþ â îêðóãå [From.Location.GetName], è ïîõîæå, ÷òî ÷èñëî [From.GetHersHis] ñòîðîííèêîâ âñ¸ óâåëè÷èâàåòñÿ. Ïîáûâàâ íà íåñêîëüêèõ [From.GetHersHis] ïðîïîâåäÿõ, Âû âûíóæäåíû ïðèçíàòü, ÷òî íîâàÿ âåðà ìîæåò ïðèíåñòè íåêîòîðóþ ïîëüçó...;;x
EVTDESC39602;[From.GetTitledFirstName] has fallen under the sway of [FromFrom.GetTitledFirstName] and the religion he preaches. After listening to the [FromFrom.GetTitle]'s sermons, [From.GetFirstName] has completely abandoned the old ways, and now only offers prayers to [FromFrom.Religion.GetRandomGodName].;;;;;;;;;;;[From.GetTitledFirstName] ïîïàë[From.GetEndA] ïîä ÷óæîå âëèÿíèå. [FromFrom.GetTitledFirstName] óáåäèë[FromFrom.GetEndA] [From.GetHersHis] ïðèíÿòü íîâóþ âåðó. Âûñëóøàâ ïðîïîâåäè, [From.GetFirstName] îêîí÷àòåëüíî îòâåðã[From.GetNoneE] ñòàðûå ïóòè, è òåïåðü [FromFrom.Religion.GetRandomGodName] - [From.GetHersHis] íîâûé áîã.;;x
EVTDESC39603;You come upon [From.GetTitledFirstName] and [FromFrom.GetTitledFirstName] wrestling like children on the ground and screaming obscenities at each another. It would seem the two preachers have had a difference of opinion. As soon as they see you, they stop what they're doing and both immediately demand the expulsion of the other.;;;;;;;;;;;Âû âèäèòå, êàê [From.GetTitledFirstName] è [FromFrom.GetTitledFirstName] êàòàþòñÿ, ñëîâíî äåòè, â ïûëè íà çåìëå è îñûïàþò äðóã äðóãà íåïðèñòîéíîé áðàíüþ. Ïîõîæå, ó äâóõ ïðîïîâåäíèêîâ îáíàðóæèëèñü ðàñõîæäåíèÿ âî âçãëÿäàõ. Óâèäåâ Âàñ, îíè íåìåäëåííî ïðåêðàòèëè äðàêó è êàæäûé ïîòðåáîâàë èçãíàòü ñâîåãî ïðîòèâíèêà.;;x
EVTDESC39604;My liege, I have arrived safely in [FromFrom.Location.GetName] and the local ruler has given me permission to remain here and spread the true faith. May [FromFrom.Religion.GetRandomGodName] grant me the strength to endure the heathen ways of these savages...\n\nSigned,\n[FromFrom.GetTitledName];;;;;;;;;;;Ì[Root.GetOyaOy] [Root.GetLordLady], ìíå óäàëîñü áëàãîïîëó÷íî äîáðàòüñÿ äî çåìëè, ïîä íàçâàíèåì [From.Location.GetName], è ìåñòíûé ïðàâèòåëü äàë ìíå ñîãëàñèå îñòàòüñÿ çäåñü è ðàñïðîñòðàíÿòü èñòèííóþ âåðó. Äàé ìíå ñèë, [From.Religion.GetRandomGodName], âûíåñòè íåâåæåñòâî ýòèõ äèêàðåé...\nÏîäïèñü:\n[From.GetTitledName];;x
EVTDESC39605;Soon after [FromFrom.GetTitledFirstName] arrived in [FromFrom.Location.GetName], [From.GetTitledFirstName] ordered his imprisonment. Your [Root.GetLordSpiritualName] is now languishing in the dungeons of this pagan lord. Who can tell what the savages will do to him?;;;;;;;;;;;Êîãäà [FromFrom.GetTitledFirstName] ïðèáûâàåò â ìåñòî, èçâåñòíîå, êàê [FromFrom.Location.GetName], [From.GetTitledFirstName] òðåáóåò [FromFrom.GetHersHis] çàêëþ÷åíèÿ. Âàø [Root.GetLordSpiritualName] òîìèòñÿ òåïåðü â ïîäçåìåëüÿõ ëîðäà-èíîâåðöà. Êòî òåïåðü ñêàæåò, ÷òî ýòè äèêàðè ñîòâîðÿò ñ íèì?;;x
EVTDESC39606;My liege, I bring good news! Thanks to my efforts, [FromFrom.GetTitledFirstName] has seen the light and converted to the true faith. I shall return to your court forthwith, as my work here is done.\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;Ì[Root.GetOyaOy] [Root.GetLordLady], ó ìåíÿ äîáðûå âåñòè! Áëàãîäàðÿ ìîèì óñèëèÿì, [FromFrom.GetTitledFirstName] ïðèíÿë[FromFrom.GetEndA] èñòèííóþ âåðó. Ïîñêîëüêó ìîÿ ðàáîòà çäåñü âûïîëíåíà, ÿ íåçàìåäëèòåëüíî âîçâðàùàþñü ê Âàøåìó äâîðó.\nÏîäïèñü:\n[From.GetTitledName];;x
EVTDESC39607;My liege, I bring bad news. Although I seemed to be making progress in encouraging [From.GetTitledFirstName] to abandon [From.GetHerHis] heathen ways, [From.GetSheHe] had a sudden change of heart. I have been banished from [FromFrom.Location.GetName], and I say good riddance! Let these stubborn savages suffer the eternal horror that await them in the afterlife!\n\nSigned,\n[FromFrom.GetTitledName];;;;;;;;;;;Ì[Root.GetOyaOy] [Root.GetLordLady], ó ìåíÿ äóðíûå âåñòè. Íåñìîòðÿ íà òî, ÷òî [FromFrom.GetTitledFirstName] íà ïóòè ê îòêàçó îò ñâîèõ ëîæíûõ óáåæäåíèé, [FromFrom.GetSheHe] ìåíÿåò òî÷êó çðåíèÿ. Ìåíÿ èçãíàëè èç îêðóãà [FromFrom.Location.GetName], è ýòî åù¸ óäàëîñü ëåãêî îòäåëàòüñÿ! Ïóñòü ýòè óïðÿìûå äèêàðè ñãîðÿò â âå÷íîì îãíå, êîòîðûé æäåò èõ â çàãðîáíîé æèçíè!\nÏîäïèñü:\n[From.GetTitledName];;x
EVTDESC39608;You have received word that [FromFromFrom.GetTitledFirstName] has been imprisoned by [FromFrom.GetTitledFirstName]. It seems the [FromFrom.GetTitle] took offense when your [Root.GetLordSpiritualName] converted one of [FromFrom.GetHerHis] courtiers away from heathenry.;;;;;;;;;;;Äî Âàñ äîøëè ñëóõè, ÷òî [From.GetTitledFirstName] òåïåðü â òþðüìå. Ïîõîæå, ÷òî [FromFrom.GetTitledFirstName] â îáèäå èç-çà òîãî, ÷òî [Root.GetLordSpiritualName] îáðàòèë îäíîãî èç [FromFrom.GetHersHis] ïðèäâîðíûõ â ñâîþ âåðó.;;x
EVTDESC39609;My liege, that vile savage [From.GetTitledFirstName] has banished me from [From.GetHerHis] lands! I got into a minor... dispute with a preacher who was there to spread his faith at the behest of another lord, and [From.GetFirstName] foolishly took [supported_preacher.GetHerHis] side.\n\nSigned,\n[banished_preacher.GetTitledName];;;;;;;;;;;Âàøà Ìèëîñòü, [FromFrom.GetTitledFirstName] èçãîíÿåò ìåíÿ èç ñâîèõ çåìåëü! Ó ìåíÿ âîçíèê íåáîëüøîé... ñïîð ñ ïðîïîâåäíèêîì, ðàñïðîñòðàíÿâøèì ñâîþ âåðó ïî ðàñïîðÿæåíèþ äðóãîãî ëîðäà è [FromFrom.GetFirstName] òåïåðü íà åãî ñòîðîíå.\nÏîäïèñü:\n[From.GetTitledName];;x
EVTDESC_39617;To the [GetFromRootCompliment] [Root.GetTitledFirstName],\n\nOur Liege, the [GetRootFromCompliment] [From.GetTitledNameWithNick] has, in [From.GetHerHis] great wisdom, decided to adopt the [From.Religion.GetName] faith. As [From.GetHerHis] [From.GetLordSpiritualName], I would suggest that you consider doing the same.\n\nIn service of [From.Religion.GetRandomGodName],\n[convert_lord_spiritual.GetBestName], [From.GetLordSpiritualName] of [From.PrimaryTitle.GetName];;;;;;;;;;;Î, [Root.GetComplimentAdjective] [Root.GetTitledFirstName],\nÍàø[From.GetEdA] [From.GetLordLady], [From.GetComplimentAdjective] [From.GetTitledNameWithNick] â ñâîåé áåçãðàíè÷íîé ìóäðîñòè èñêðåííå æåëàåò ïðèíÿòü [From.GetReligionFullName]. Êàê [From.GetHersHis] [From.GetLordSpiritualName], ÿ ïðåäëàãàþ Âàì ïîñòóïèòü òàê æå.\n[From.GetReligiousGreeting],\n[convert_lord_spiritual.GetBestName], [From.GetLordSpiritualName] [From.PrimaryTitle.GetAdjective]ñêîãî äâîðà.;;x
EVTDESC39640;The schism at the heart of Islam dates back to its earliest days. The majority Sunnis have long persecuted the followers of Ali, the Shias, forcing them into hiding. The partisans of Ali look to his descendants for leadership, but they are forced to keep their ancestry secret. Now though, the Shias are mobilizing their strength behind a boy whom they claim to be Ali's rightful heir and Imam. Other Islamic jurists claim that the boy is clearly a fraud, but to his followers he is the person they have been waiting for and now they flock to his banner.;;;;;;;;;;;Ðàñêîë â îñíîâå èñëàìà âîñõîäèò ê ïåðâûì äíÿì ñâîåãî ñóùåñòâîâàíèÿ. Ñóííèòû óæå äàâíî ïðåñëåäîâàëè ïîñëåäîâàòåëåé Àëè, øèèòîâ, çàñòàâëÿÿ èõ ïðÿòàòüñÿ. Ñòîðîííèêè Àëè ñ÷èòàëè åãî ïîòîìêîâ ñâîèìè ëèäåðàìè, íî îíè âûíóæäåíû äåðæàòü òàéíó ñâîåé ðîäîñëîâíîé. Òåïåðü æå, øèèòû ìîáèëèçóþò ñâîè ñèëû, çàùèùàÿ ìàëü÷èêà, êîòîðîãî îíè ñ÷èòàþò çàêîííûì íàñëåäíèêîì Àëè è èìàìîì. Äðóãèå èñëàìñêèå òåîëîãè óòâåðæäàþò, ÷òî ìàëü÷èê - ÿâíàÿ ôàëüñèôèêàöèÿ, íî åãî ïîñëåäîâàòåëÿì îí êàæåòñÿ èìåííî òåì ÷åëîâåêîì, êîòîðîãî îíè òàê äîëãî æäàëè, è òåïåðü îíè ñòåêàþòñÿ ïîä åãî çíàì¸íà.;;x
EVTDESC39660;Christian Pilgrims to the the Holy Land suffer all manner of abuse and the routes are not safe. In order to protect the pilgrims and secure Jerusalem for Christ and the faithful, His Holiness, [Root.GetTitledName], has accepted the possibility of an outright invasion by joint Christian forces. This signals a new era of large scale Christian holy wars - the Crusades.;;;;;;;;;;;Õðèñòèàíñêèå ïàëîìíèêè íà Ñâÿòîé Çåìëå ñòðàäàþò îò âñåâîçìîæíûõ ãîíåíèé è èõ äîðîãà ñîâñåì íåáåçîïàñíà. Â öåëÿõ çàùèòû ïàëîìíèêîâ è ñîõðàíåíèÿ Èåðóñàëèìà äëÿ âñåõ âåðóþùèõ âî Õðèñòà, Åãî Ñâÿòåéøåñòâî, [Root.GetTitledName], äîïóñêàåò âîçìîæíîñòü ïðÿìîãî âòîðæåíèÿ îáúåäèí¸ííûõ ñèë õðèñòèàí. Ýòî íà÷àëî íîâîé ýðû êðóïíîìàñøòàáíûõ ñâÿùåííûõ âîéí - êðåñòîâûõ ïîõîäîâ.;;x
EVTDESC39661;The Roman Empire in the East. Byzantium - Christianity's firm bulwark against the Mohammedan infidels of the Orient - is failing. The dire situation has convinced His Holiness, [Root.GetTitledName], to accept the possibility of an outright invasion by joint Christian forces. This signals a new era of large scale Christian holy wars - the Crusades.;;;;;;;;;;;Âîñòî÷íàÿ Ðèìñêàÿ èìïåðèÿ, Âèçàíòèÿ - òâ¸ðäûé îïëîò çàùèòû âîñòî÷íîãî õðèñòèàíñòâà îò ìóñóëüìàí, ïàëà. Òÿæ¸ëàÿ ñèòóàöèÿ óáåäèëà Åãî Ñâÿòåéøåñòâî, [Root.GetTitledName], ïðèíÿòü âîçìîæíîñòü ïðÿìîãî âòîðæåíèÿ îáúåäèí¸ííûõ õðèñòèàíñêèõ ñèë. Ýòî íà÷àëî íîâîé ýðû êðóïíîìàñøòàáíûõ ñâÿùåííûõ âîéí õðèñòèàí - êðåñòîâûõ ïîõîäîâ.;;x
EVTDESC39662;Rome, the city of Saint Peter and the very seat of the Papacy itself, has fallen to infidels. In response, the Pope-in-exile, His Holiness, [Root.GetTitledName], has declared his intention to forge a great alliance of Christian lords in order to reclaim the eternal city. This signals a new era of large scale Christian holy wars - the Crusades.;;;;;;;;;;;Ðèì, ãîðîä Ñâÿòîãî Ïåòðà è ðåçèäåíöèÿ ñàìîãî Ïàïû, ïàë ïîä íàòèñêîì íåâåðíûõ. Â îòâåò Ïàïà â èçãíàíèè, Åãî Ñâÿòåéøåñòâî, [Root.GetTitledName], çàÿâèë î ñâî¸ì íàìåðåíèè ñîçäàòü ñîþç õðèñòèàíñêèõ ïðàâèòåëåé, ÷òîáû âåðíóòü âå÷íûé ãîðîä. Ýòî íà÷àëî íîâîé ýðû êðóïíîìàñøòàáíûõ ñâÿùåííûõ âîéí - êðåñòîâûõ ïîõîäîâ.;;x
EVTDESC39663;The very heartlands of Western Christianity are under siege by infidels! Desperate Christian lords have persuaded His Holiness, [Root.GetTitledName], to declare his intention of forging a great and righteous alliance to expel the heathens in the name of God. This signals a new era of large scale Christian holy wars - the Crusades.;;;;;;;;;;;Ñàìî ñåðäöå çàïàäíîãî õðèñòèàíñòâà íàõîäèòñÿ ïîä îñàäîé íåâåðíûõ! Îò÷àÿíèå ïðàâèòåëåé-õðèñòèàí óáåäèëî Ïàïó. Åãî Ñâÿòåéøåñòâî, [Root.GetTitledName], îáúÿâèë î ñâî¸ì íàìåðåíèè ñîçäàòü âåëèêèé ïðàâåäíûé ñîþç, ÷òîáû èçãíàòü íåâåðíûõ èìåíåì Áîãà. Ýòî íà÷àëî íîâîé ýðû êðóïíîìàñøòàáíûõ õðèñòèàíñêèõ ñâÿùåííûõ âîéí - êðåñòîâûõ ïîõîäîâ.;;x
EVTDESC39670;His Magnificence, [Root.GetTitledName], has been convinced by his [Root.Religion.GetPriestTitle]s that it is time to declare another era of Great Conquests, such as was the case under the first Caliphs. The Dar al-Islam must grow again. All righteous Muslim men should prepare to join the ranks of the mujahideen for the upcoming struggles. This signals a renewed era of Islamic expansion.;;;;;;;;;;;Åãî Âåëèêîëåïèå, [Root.GetTitledName], áûë óáåæä¸í ñâîèìè [Root.Religion.GetPriestTitle]àìè, ÷òî ïðèøëî âðåìÿ ïðîâîçãëàñèòü íîâóþ ýðó âåëèêèõ çàâîåâàíèé, êàê ýòî áûëî âî âðåìåíà ïåðâûõ õàëèôîâ. Äàð àëü-Èñëàì âîçðîäèòñÿ âíîâü. Âñå ïðàâîâåðíûå ìóñóëüìàíå äîëæíû áûòü ãîòîâû âñòóïèòü â ðÿäû ìîäæàõåäîâ äëÿ ïðåäñòîÿùåé áîðüáû. Íà÷àëàñü ýðà èñëàìñêîé ýêñïàíñèè.;;x
EVTDESC39671;The Holy City of Jerusalem, where the Prophet was taken up to heaven, has fallen to infidels! His Magnificence, [Root.GetTitledName], will not let this stand, and has declared that another era of Great Conquests is upon us, such as was the case in the days of the first Caliphs. The Dar al-Islam must be defended! All righteous Muslim men should prepare to join the ranks of the mujahideen for the upcoming struggles. This signals a renewed era of Islamic expansion.;;;;;;;;;;;Ñâÿòîé ãîðîä Èåðóñàëèì, â êîòîðîì Ïðîðîê âîçí¸ññÿ íà íåáî, ïàë îò ðóê íåâåðíûõ! Åãî Âåëèêîëåïèå, [Root.GetTitledName], íå ïîçâîëèò ýòîìó ïðîäîëæàòüñÿ, îí ïðîâîçãëàøàåò íîâóþ ýðó âåëèêèõ çàâîåâàíèé, êàê ýòî áûëî âî âðåìåíà ïåðâûõ õàëèôîâ. Äàð àëü-Èñëàì âîçðîäèòñÿ âíîâü. Âñå ïðàâîâåðíûå ìóñóëüìàíå äîëæíû áûòü ãîòîâû âñòóïèòü â ðÿäû ìîäæàõåäîâ äëÿ ïðåäñòîÿùåé áîðüáû. Íà÷àëàñü ýðà èñëàìñêîé ýêñïàíñèè.;;x
EVTDESC39672;The unthinkable has happened! The holy city of Mecca has fallen to infidels and the Kaaba is even now being defiled by their very presence. His Magnificence, [Root.GetTitledName], has declared that an era of renewed Jihad is upon the world. The holy city must be retaken at all costs. All righteous Muslim men should prepare to join the ranks of the mujahideen for the upcoming struggles. This signals a renewed era of Islamic expansion.;;;;;;;;;;;Ñëó÷èëîñü íåìûñëèìîå! Ñâÿòîé ãîðîä Ìåêêà ïàë îò ðóê íåâåðíûõ è Êààáà îñêâåðíÿåòñÿ èõ ïðèñóòñòâèåì. Åãî Âåëèêîëåïèå, [Root.GetTitledName], ïðîâîçãëàøàåò íà âåñü ìèð íîâóþ ýðó äæèõàäà. Ñâÿùåííûé ãîðîä äîëæåí áûòü îñâîáîæä¸í ëþáîé öåíîé. Âñå ïðàâîâåðíûå ìóñóëüìàíå äîëæíû áûòü ãîòîâû âñòóïèòü â ðÿäû ìîäæàõåäîâ äëÿ ïðåäñòîÿùåé áîðüáû. Íà÷àëàñü ýðà èñëàìñêîé ýêñïàíñèè.;;x
EVTDESC39673;The House of Islam is under grave threat from the onslaught of heathens and infidels in its very heartlands. In response, His Magnificence, [Root.GetTitledName], has declared that an era of renewed Jihad is upon the world. The core regions of the Dar al-Islam must be retaken at all costs. All righteous Muslim men should prepare to join the ranks of the mujahideen for the upcoming struggles. This signals a renewed era of Islamic expansion.;;;;;;;;;;;Èñëàì ïîä ñåðü¸çíîé óãðîçîé èç-çà íàòèñêà ÿçû÷íèêîâ è íåâåðíûõ â ñàìîì åãî ñåðäöå. Â îòâåò íà ýòî, Åãî Âåëèêîëåïèå, [Root.GetTitledName], ïðîâîçãëàøàåò íà âåñü ìèð íîâóþ ýðó äæèõàäà. Èñêîííûå çåìëè Äàð àëü-Èñëàì äîëæíû áûòü îñâîáîæäåíû ëþáîé öåíîé. Âñå ïðàâîâåðíûå ìóñóëüìàíå äîëæíû áûòü ãîòîâû âñòóïèòü â ðÿäû ìîäæàõåäîâ äëÿ ïðåäñòîÿùåé áîðüáû. Íà÷àëàñü ýðà èñëàìñêîé ýêñïàíñèè.;;x
EVTDESC39674;The House of Islam is under grave threat from the onslaught of heathens and infidels in Africa. In response, His Magnificence, [Root.GetTitledName], has declared that an era of renewed Jihad is upon the world. The western regions of the Ummah must be retaken at all costs. All righteous Muslim men should prepare to join the ranks of the mujahideen for the upcoming struggles. This signals a renewed era of Islamic expansion.;;;;;;;;;;;Èñëàì ïîä ñåðü¸çíîé óãðîçîé èç-çà íàòèñêà ÿçû÷íèêîâ è íåâåðíûõ â Àôðèêå. Â îòâåò íà ýòî, Åãî Âåëèêîëåïèå, [Root.GetTitledName], ïðîâîçãëàøàåò íà âåñü ìèð íîâóþ ýðó äæèõàäà. Çåìëè Óììà äîëæíû áûòü îñâîáîæäåíû ëþáîé öåíîé. Âñå ïðàâîâåðíûå ìóñóëüìàíå äîëæíû áûòü ãîòîâû âñòóïèòü â ðÿäû ìîäæàõåäîâ äëÿ ïðåäñòîÿùåé áîðüáû. Íà÷àëàñü ýðà èñëàìñêîé ýêñïàíñèè.;;x
EVTDESC39680;In response to the new era of Crusades and Jihads among the Abrahamic monotheists, the Great [Root.GetTitledName] has informed all [Root.Religion.GetName] [Root.Religion.GetPriestTitle]s of [Root.GetPossPronoun] plans for a magnificent [Root.Religion.GetName] Pagan response. In fact, all pagan heads of religion may now declare Great Holy Wars. This could be the beginning of unprecedented Heathen aggression.;;;;;;;;;;;Â îòâåò íà êðåñòîâûå ïîõîäû è äæèõàäû ñî ñòîðîíû àâðààìè÷åñêèõ åäèíîáîæíèêîâ, [Root.GetTitledName] èçâåùàåò âñåõ æðåöîâ, èñïîâåäóþùèõ [Root.GetReligionFullName], î ñâîèõ ïëàíàõ âîçìåçäèÿ. Ýòî îçíà÷àåò, ÷òî òåïåðü âñå ðåëèãèîçíûå ëèäåðû ÿçû÷íèêîâ ìîãóò îáúÿâëÿòü Ñâÿùåííûå ïîõîäû. Ýòî ìîæåò ïîñëóæèòü íà÷àëîì áåñïðåöåäåíòíîé àãðåññèè ÿçû÷íèêîâ.;;x
EVTDESC39703A;Rome for centuries the center of Christendom is in Fraticelli hands. This has given me an opportunity to create a Fraticelli Papacy which shall do away with the scandalous display of wealth that the Catholic Papacy has long been guilty of.;;;;;;;;;;;Ðèì, èñòîðè÷åñêèé öåíòð õðèñòèàíñòâà, òåïåðü â ðóêàõ Ôðàòè÷åëëè. Ýòî äàëî ìíå âîçìîæíîñòü ïðîâîçãëàñèòü ïàïñòâî Ôðàòè÷åëëè, êîòîðîå ïîêîí÷èò ñî âñåìè ïðîÿâëåíèÿìè ðîñêîøè è áîãàòñòâà, íåêîãäà ñòàâøèìè íåîòúåìëèìûìè ÷åðòàìè êàòîëè÷åñêîãî Ïàïû.;;x
EVTDESC39703B;Rome for centuries the center of Christendom is in Fraticelli hands. [From.GetTitledFirstName] has therefore seen fit to create a Fraticelly Papacy claiming it shall do away with the scandalous display of wealth that the Catholic Papacy has long been guilty of.;;;;;;;;;;;Ðèì, èñòîðè÷åñêèé öåíòð õðèñòèàíñòâà, òåïåðü â ðóêàõ Ôðàòè÷åëëè, ïîýòîìó [From.GetTitledFirstName] ðåøèë[From.GetEndA] ñîçäàòü íîâîå ïàïñòâî Ôðàòè÷åëëè, óòâåðæäàÿ, ÷òî îíî ïîêîí÷èò ñî ñêàíäàëüíûì ïðîÿâëåíèåì áîãàòñòâà, â êîòîðîì íåêîãäà ïîãðÿçëî êàòîëè÷åñêîå ïàïñòâî.;;x
EVTDESC39704A;As the great city of Constantinople is in Iconoclast hands I have taken this chance to create the Iconoclast Patriarchate so that it may do away with the heretical idolatry the Ecumenical Patriarchate has long been guilty of. The new Iconoclast Patriarch shall soon take up his abode in the offices historically occupied by his Ecumenical predecessors.;;;;;;;;;;;Âåëèêèé ãîðîä Êîíñòàíòèíîïîëü â ðóêàõ èêîíîáîðöåâ, è ÿ âîñïîëüçîâà[Root.GetLasLsya] ýòèì øàíñîì, ÷òîáû ñîçäàòü Èêîíîáîð÷åñêèé ïàòðèàðõàò, äàáû îí ìîã ïîêîí÷èòü ñ åðåòè÷åñêèì èäîëîïîêëîíñòâîì, â êîòîðîå óæå äàâíî âîâëå÷¸í Âñåëåíñêèé ïàòðèàðõàò. Íîâûé ïàòðèàðõ çàéì¸ò çàêîííîå ìåñòî â ïîêîÿõ, êîòîðûå äî òîãî çàíèìàëè Âñåëåíñêèå ïàòðèàðõè.;;x
EVTDESC39704B;As the great city of Constantinople is in Iconoclast hands [From.GetTitledFirstName] has taken this chance to create the Iconoclast Patriarchate claiming it shall do away with the heretical idolatry the Ecumenical Patriarchate has long been guilty of. The new Iconoclast Patriarch shall soon take up his abode in the offices historically occupied by his Ecumenical predecessors.;;;;;;;;;;;Âåëèêèé ãîðîä Êîíñòàíòèíîïîëü â ðóêàõ èêîíîáîðöåâ, è [From.GetTitledFirstName] âîñïîëüçîâà[From.GetLasLsya] ýòèì øàíñîì, ÷òîáû ñîçäàòü Èêîíîáîð÷åñêèé ïàòðèàðõàò, óòâåðæäàÿ, ÷òî ýòî óñòðàíèò åðåòè÷åñêîå èäîëîïîêëîíñòâî, â êîòîðîå óæå äàâíî âîâîëå÷¸í Âñåëåíñêèé ïàòðèàðõàò. Íîâûé ïàòðèàðõ èêîíîáîðöåâ ñêîðî çàéì¸ò ñâî¸ ìåñòî â ïîêîÿõ, êîòîðûå äî ýòîãî, èñòîðè÷åñêè çàíèìàëè Âñåëåíñêèå ïàòðèàðõè.;;x
EVTDESC39705A;I have granted Rome to its rightful ruler so that the Fraticelli Pope may lead his Church from accommodations befitting his stature. The Pope shall soon take up his abode in the offices historically occupied by his Catholic predecessors.;;;;;;;;;;;ß ïðåäîñòàâèë[Root.GetEndA] Ðèì ñâîåìó çàêîííîìó ïðàâèòåëþ, Ïàïå Ôðàòè÷åëëè, äàáû îí ìîã ïåðåíåñòè ñâîþ Öåðêîâü â ïîìåùåíèÿ, ñîîòâåòñòâóþùèå åãî ïîëîæåíèþ. Ñêîðî îí çàéì¸ò ñâî¸ çàêîííîå ìåñòî â ïîêîÿõ, êîòîðûå èñòîðè÷åñêè çàíèìàëè åãî ïðåäøåñòâåííèêè-êàòîëèêè.;;x
EVTDESC39705B;[From.GetTitledFirstName] has granted Rome to its rightful ruler so that the Fraticelli Pope may lead his Church from accommodations befitting his stature. The Pope shall soon take up his abode in the offices historically occupied by his Catholic predecessors.;;;;;;;;;;;[From.GetTitledFirstName] ïðåäîñòàâèë[From.GetEndA] Ðèì Ïàïå Ôðàòè÷åëëè, ÷òîáû òîò ìîã ïåðåíåñòè ñâîþ Öåðêîâü â ïîìåùåíèÿ, ñîîòâåòñòâóþùèå åãî ïîëîæåíèþ. Ïàïà ñêîðî çàéì¸ò ñâî¸ ìåñòî â ïîêîÿõ, êîòîðûå èñòîðè÷åñêè çàíèìàëè åãî ïðåäøåñòâåííèêè-êàòîëèêè.;;x
EVTDESC39705C;I have granted Rome to its rightful ruler, so that the Catholic Pope may lead his Church from accommodations befitting his stature. The Pope shall soon take up his abode in the offices historically occupied by his Catholic predecessors.;;;;;;;;;;;ß ïåðåäàë[Root.GetEndA] Ðèì â ðóêè êàòîëèêîâ, è òåïåðü êàòîëè÷åñêèé Ïàïà ìîæåò ïðàâèòü Öåðêîâüþ èç ìåñòà, äîñòîéíîãî åãî ñòàòóñà. Âñêîðå îí ïåðååäåò â íîâóþ ðåçèäåíöèþ, òóäà, ãäå ïðàâèëè åãî ïðåäøåñòâåííèêè.;;x
EVTDESC39705D;[From.GetTitledFirstName] has granted Rome to its rightful ruler, so that the Catholic Pope may lead his Church from accommodations befitting his stature. The Pope shall soon take up his abode in the offices historically occupied by his Catholic predecessors.;;;;;;;;;;;[From.GetTitledFirstName] ïåðåäàë[From.GetEndA] Ðèì â ðóêè êàòîëèêîâ, è òåïåðü êàòîëè÷åñêèé Ïàïà ìîæåò ïðàâèòü Öåðêîâüþ èç ìåñòà, äîñòîéíîãî åãî ñòàòóñà. Âñêîðå îí ïåðååäåò â íîâóþ ðåçèäåíöèþ, òóäà, ãäå ïðàâèëè åãî ïðåäøåñòâåííèêè.;;x
EVTDESC39706A;The Hagia Sofia for centuries the center of Orthodox Christendom is now back in Orthodox hands. I have granted the cathedral back to its rightful ruler so that the Ecumenical Patriarch may once again lead the Patriarchate from accommodations befitting his stature. The Ecumenical Patriarch shall soon take up his abode in the offices historically occupied by his predecessors.;;;;;;;;;;;Ñîáîð Ñâÿòîé Ñîôèè, êîòîðûé íà ïðîòÿæåíèè âåêîâ ÿâëÿëñÿ öåíòðîì ïðàâîñëàâèÿ, òåïåðü ñíîâà âåðíóëñÿ ê íàì. ß ïðåäîñòàâèë[Root.GetEndA] ñîáîð åãî çàêîííîìó õðàíèòåëþ, äàáû îí ìîã ïåðåíåñòè ñâîþ ðåçèäåíöèþ â ìåñòî, ñîîòâåòñòâóþùåå åãî ïîëîæåíèþ. Âñåëåíñêèé ïàòðèàðõ ñêîðî çàéì¸ò ñâî¸ ìåñòî â ïîêîÿõ, êîòîðûå èñòîðè÷åñêè çàíèìàëè åãî ïðåäøåñòâåííèêè.;;x
