#CODE;ENGLISH;;;;;;;;;;;RUSSIAN;;x
# job_lord_spiritual.txt
#########################
#
#	Lord spiritual events
#
#########################
# The Lord Spiritual converts a province!
evt_lordspiritual_001_title;County Religion Converted;;;;;;;;;;;Cìåíà ðåëèãèè îêðóãà;;x
evt_lordspiritual_701_desc_a;My work to enhance cultural study in [Root.Location.GetName] had not been going as well as I had hoped, but then I happened to meet a great philosopher who seems to be able to greatly help me in my work.;;;;;;;;;;;Ìîÿ ðàáîòà ïî ïîâûøåíèþ êóëüòóðíîãî óðîâíÿ îêðóãà [Root.Location.GetName] øëà íå òàê, êàê ÿ íàäåÿëñÿ, íî ïîòîì ÿ ñëó÷àéíî ïîçíàêîìèëñÿ ñ âåëèêèì ôèëîñîôîì, êîòîðûé, êàê ìíå êàæåòñÿ, ñìîæåò îêàçàòü çíà÷èòåëüíóþ ïîìîùü â ìîåé ðàáîòå.;;x
evt_lordspiritual_701_option_a;Maybe my liege could be persuaded to hire him?;;;;;;;;;;;Ìîæåò áûòü, ìîåãî ñþçåðåíà ìîæíî óáåäèòü âçÿòü åãî íà ñëóæáó?;;x
evt_lordspiritual_701_option_a_tooltip;Send a letter to inform my liege;;;;;;;;;;;Îòïðàâèòü ïèñüìî, ÷òîáû ïðîèíôîðìèðîâàòü ìîåãî ñþçåðåíà.;;x
# The liege is informed of the success
evt_lordspiritual_702_desc_a;My liege, during my stay in [From.Location.GetName] I have found a great philosopher who has agreed to help me with my studies to enhance culture in the county. With your permission I would suggest that we employ him.\n\nYour humble [Root.GetLordSpiritualName],\n[From.GetTitledName];;;;;;;;;;;[Root.PrimaryTitle.GetFOA], âî âðåìÿ ìîåãî ïðåáûâàíèÿ â îêðóãå [From.Location.GetName] ìíå äîâåëîñü âñòðåòèòü âåëèêîãî ôèëîñîôà, ñîãëàñèâøåãîñÿ ïîìî÷ü ìíå ñ ìîèìè èññëåäîâàíèÿìè, êîòîðûå äîëæíû ïîâûñèòü êóëüòóðó ýòèõ çåìåëü. Ñ Âàøåãî ïîçâîëåíèÿ ÿ îñìåëèâàþñü ïðåäëîæèòü íàíÿòü åãî.\n[Root.GetLordSpiritualName] [From.GetFirstName];;x
evt_lordspiritual_702_option_a;Of course!;;;;;;;;;;;Êîíå÷íî!;;x
evt_lordspiritual_702_option_b;No, that's outrageously expensive!;;;;;;;;;;;Íåò, ýòî âîçìóòèòåëüíî äîðîãî!;;x
# Lord Spiritual = heretic
evt_lordspiritual_801_title;A Heretic Find;;;;;;;;;;;Hàéäåíà åðåñü;;x
evt_lordspiritual_801_desc_a;In the dusty archives of [Root.Location.GetName] I found several old and battered tomes containing sacred books of a religion considered heretic. The knowledge found inside these texts have severely shaken my belief in the [Root.Religion.GetName] faith.;;;;;;;;;;;Â ïûëüíûõ [Root.Location.County.GetAdjective]ñêèõ àðõèâàõ ìíå ïîïàëîñü íåñêîëüêî ñòàðûõ è ïîòðåïàííûõ òîìîâ ñâÿùåííûõ êíèã, ñîäåðæàùèõ åðåòè÷åñêèå âåðîâàíèÿ. Çíàíèÿ, êîòîðûå ñîäåðæàòñÿ â ýòèõ òåêñòàõ, ñåðü¸çíî ïîøàòíóëè ìîþ âåðó â [Root.GetReligionFullName].;;x
evt_lordspiritual_801_option_a;I will embrace this heretic but sage religion;;;;;;;;;;;ß ïðèìó ýòó åðåòè÷åñêóþ, íî ìóäðóþ ðåëèãèþ;;x
evt_lordspiritual_801_option_b;I better hide my doubts;;;;;;;;;;;ß ëó÷øå ñêðîþ ñâîè ñîìíåíèÿ;;x
# Liege gets a letter
evt_lordspiritual_802_desc_a;My [Root.GetTitle], the more I study the [From.Religion.GetName] religion the more I feel compelled to embrace it and to show you the wisdom that lies in these texts. I have sent you excerpts from the most interesting parts... ...I urge you to follow my example and embrace the [From.Religion.GetName] religion.\n\nYour [Root.GetLordSpiritualName],\n[From.GetTitledFirstName];;;;;;;;;;;[Root.PrimaryTitle.GetFOA], ÿ äîëãî èçó÷àë[From.GetEndA] [From.GetRelAdj]ñêóþ åðåñü è ïîíÿë[From.GetEndA], ÷òî ìóäðîñòü, çàêëþ÷¸ííàÿ â ýòèõ ïèñüìåíàõ çàñëóæèâàåò Âàøåãî âíèìàíèÿ. ß ïîäãîòîâèë[From.GetEndA] Âàì âûäåðæêè èç íàèáîëåå âàæíûõ ÷àñòåé è ïðèçûâàþ Âàñ ïîñëåäîâàâ ìîåìó ïðèìåðó, ïðèíÿòü [From.GetReligionFullName].\n[Root.GetLordSpiritualName] [From.GetFirstName];;x
evt_lordspiritual_802_option_a;[From.GetSheHeCap] is mad! Arrest [From.GetHerHim]!;;;;;;;;;;;[From.GetSheHeCap] ñóìàñøåäøèé! Àðåñòîâàòü!;;x
evt_lordspiritual_802_option_b;I will NEVER embrace your vile heresy... publicly.;;;;;;;;;;;ß ÍÈÊÎÃÄÀ íå ïðèìó ýòó åðåñü... ïóáëè÷íî.;;x
evt_lordspiritual_802_option_c;[From.GetSheHeCap] has convinced me to follow in [From.GetHerHis] footsteps.;;;;;;;;;;;[From.GetSheHeCap] óáåäèë ìåíÿ ñëåäîâàòü ïî [From.GetHersHis] ñòîïàì.;;x
# Lord Spiritual responds
evt_lordspiritual_803_desc_a;To [Root.GetTitledFirstName],\nYour findings have proven to be most fascinating and I am now convinced to follow in your footsteps and immediately convert to the [Root.Religion.GetName] faith. However, I have chosen to keep this hidden to avoid prying eyes. I urge you to do the same!\n\nYour liege, [From.GetTitledFirstName];;;;;;;;;;;Óâàæàåì[Root.GetAyaYy] [Root.GetTitledFirstName],\nÂàøè èçûñêàíèÿ ïîêàçàëèñü ìíå âåñüìà óáåäèòåëüíûìè, ÿ ïîñëåäóþ Âàøåìó ñîâåòó è ïðèìó [Root.GetReligionFullName]. Òåì íå ìåíåå, êóäà ðàçóìíåå, ñêðûòü ýòîò ôàêò îò ïîñòîðîííèõ ãëàç. Âàì ñîâåòóþ ïîñòóïèòü òàêæå.\nÂàø ñþçåðåí,\n [From.GetTitledFirstName];;x
evt_lordspiritual_803_option_a;A wise decision.;;;;;;;;;;;Ìóäðîå ðåøåíèå.;;x
evt_lordspiritual_803_option_b;To hide who I am? Never!;;;;;;;;;;;Ñêðûâàòü ñâîè âçãëÿäû? Íè çà ÷òî!;;x
# Liege responds
evt_lordspiritual_804_desc_a;To [Root.GetTitledFirstName],\n\nYou are most wise, I shall henceforth continue my [From.SecretReligion.GetName] practices in secret.\n\nYour fellow servant of [From.SecretReligion.GetHighGodName],\n[From.GetTitledFirstName];;;;;;;;;;;Óâàæàåì[Root.GetAyaYy] [Root.GetTitledFirstName],\nÂû òàê ìóäðû! Îòíûíå ÿ áóäó èñïîâåäîâàòü [From.GetSecretReligionFullName] òàéíî.\nÂåðí[From.GetAyaYy] ñëóãà [From.GetSecretReligionHighGodGEN],\n [From.GetTitledFirstName];;x
evt_lordspiritual_804_option_a;I knew [From.GetSheHe] would see reason!;;;;;;;;;;;ß çíàë[Root.GetEndA], ÷òî [From.GetSheHe] ïîéì¸ò.;;x
# Liege responds
evt_lordspiritual_805_desc_a;To [Root.GetTitledFirstName],\n\nI will not cower and hide in fear! I shall practice my [From.Religion.GetName] beliefs for all the world to see and people with stronger wills than you will join me in the open.\n\nYour fellow servant of [From.SecretReligion.GetHighGodName],\n[From.GetTitledFirstName];;;;;;;;;;;[Root.PrimaryTitle.GetFOA],\nß íå ñîáèðàþñü òðóñëèâî ïðÿòàòüñÿ è ñêðûâàòü ñâîþ èñòèííóþ âåðó! ß áóäó èñïîâåäîâàòü [From.GetReligionFullName] îòêðûòî, è ïóñòü ëþäè, êîòîðûå ñìåëåå Âàñ, ïîñëåäóþò ìîåìó ñîâåòó.\nÂåðí[From.GetAyaYy] ñëóãà [From.GetSecretReligionHighGodGEN],\n [From.GetTitledFirstName];;x
evt_lordspiritual_805_option_a;What a fool! [From.GetSheHeCap] will be the death of me!;;;;;;;;;;;Íó ÷òî çà èäèîò[From.GetEndKa]! [From.GetSheHeCap] æå ìåíÿ ïîäñòàâëÿåò!;;x
# The Mufti improves relations between the liege and a vassal
evt_lordspiritual_901_title;Vassal Impressed;;;;;;;;;;;Bàññàë âïå÷àòë¸í;;x
evt_lordspiritual_901_desc_a;Due to your recent charity work on behalf of [Root.Liege.GetTitledFirstName], one of [Root.Liege.GetHerHis] vassals has become impressed with [Root.Liege.GetHerHis] great generosity.;;;;;;;;;;;Áëàãîäàðÿ Âàøåé íåäàâíåé áëàãîòâîðèòåëüíîé ðàáîòå îò ëèöà [Root.Liege.GetTitledFirstName], îäèí èç [Root.Liege.GetHersHis] âàññàëîâ áûë âïå÷àòë¸í [Root.Liege.GetHersHis] âåëèêîé ùåäðîñòüþ.;;x
# Inform the vassal
evt_lordspiritual_902_desc_a;The [From.GetJobTitle] of [From.Host.PrimaryTitle.GetName] has been performing charity in [From.Location.GetName], donating alms and food to those in need. The local peasants have benefitted greatly from the [From.Host.GetTitle]'s generosity.;;;;;;;;;;;[From.GetJobTitle] [From.Host.PrimaryTitle.GetAdjective]ñêîãî äâîðà çàíèìàåòñÿ áëàãîòâîðèòåëüíîñòüþ â ìåñòå÷êå [From.Location.GetName], ðàçäàâàÿ ìèëîñòûíþ è åäó íóæäàþùèìñÿ. Ìåñòíûå êðåñòüÿíå çíà÷èòåëüíî âûèãðàëè îò [Root.Host.GetHersHis] ùåäðîñòè.;;x
evt_lordspiritual_902_option_a;Perhaps there is still some good in this world.;;;;;;;;;;;Âîçìîæíî, â ìèðå åù¸ îñòàëîñü ÷òî-òî õîðîøåå.;;x
# The liege is informed of the success
evt_lordspiritual_903_desc_a;Your [FromFrom.GetJobTitle], [FromFrom.GetTitledName], reports that [From.GetTitledName] has been humbled by your endless generosity to the poor in [From.Location.GetName]. The peasants are singing your name!;;;;;;;;;;;[FromFrom.GetJobTitle] [FromFrom.GetFirstName] ñîîáùàåò, ÷òî [From.GetTitledFirstName] äèâèòñÿ Âàøåé áåñêîíå÷íîé ùåäðîñòè ê áåäíÿêàì â ìåñòå÷êå [From.Location.GetName]. Êðåñòüÿíå âîñïåâàþò Âàøå èìÿ!;;x
evt_lordspiritual_903_option_a;A job well done!;;;;;;;;;;;Îòëè÷íàÿ ðàáîòà!;;x
# The Mufti is trampled by a peasant mob (Gets away, Is wounded, Is killed)
evt_lordspiritual_1001_title;[Root.Liege.GetLordSpiritualName] is Trampled by Mob;;;;;;;;;;;Håñ÷àñòí[Root.GetAyaYy] [Root.Liege.GetLordSpiritualName] ðàñòåðçàí[Root.GetEndA] òîëïîé;;x
evt_lordspiritual_1001_desc_a;It seems your selfless charity work in [Root.Location.GetName] has attracted a little too much attention. Before you know it, you are surrounded by a huge crowd of hungry and desperate beggars who claw at your robes, pleading for food.;;;;;;;;;;;Ïîõîæå, Âàøà áåñêîðûñòíàÿ áëàãîòâîðèòåëüíàÿ äåÿòåëüíîñòü â îêðóãå [Root.Location.GetName] ïðèâëåêëà ê ñåáå ñëèøêîì ìíîãî âíèìàíèÿ. Ïðåæäå, ÷åì Âû ýòî îñîçíàëè, Âàñ îêðóæèëà îãðîìíàÿ òîëïà ãîëîäíûõ è îò÷àÿâøèõñÿ áåäíÿêîâ, öåïëÿþùèõñÿ çà Âàøó îäåæäó è ìîëÿùèõ î åäå.;;x
evt_lordspiritual_1001_option_a;By the Prophet, let me through!;;;;;;;;;;;Âî èìÿ Ïðîðîêà, äàéòå ìíå ïðîéòè!;;x
# Mufti gets away
evt_lordspiritual_1002_desc_a;Before the beggars have a chance to completely envelop you, you cut a swath through the crowd by madly swinging your staff around. You manage to land several solid blows on an old woman with your staff, knocking her few remaining teeth out, and an expertly aimed kick at a malnourished farmer leaves him with a broken nose. The crowd scatters.;;;;;;;;;;;Äî òîãî, êàê ó íèùèõ ïîÿâèëàñü âîçìîæíîñòü ïîëíîñòüþ îêðóæèòü Âàñ, Âû ïðîáèâàåòå ïóòü â òîëïå, ðàçìàõèâàÿ ñâîèì ïîñîõîì áóäòî áåçóìí[Root.GetAyaYy]. Âàì óäàëîñü íàíåñòè ïàðó âåñêèõ óäàðîâ ïîñîõîì ñòàðóõå, âûáèâ åé íåñêîëüêî îñòàâøèõñÿ çóáîâ, è ìåòêèì ïèíêîì îñòàâèòü ãîëîäàþùåãî ôåðìåðà ñ ðàçáèòûì íîñîì. Òîëïà ðàññåèâàåòñÿ.;;x
evt_lordspiritual_1002_option_a;Well, I was told to give generously to the people...;;;;;;;;;;;Íó, ìíå ãîâîðèëè ïðîÿâëÿòü ùåäðîñòü ê ëþäÿì...;;x
# Mufti gets wounded
evt_lordspiritual_1003_desc_a;When you finally emerge into daylight again after pushing your way through the desperate crowd, you do so covered in bruises and with your robe in tatters.;;;;;;;;;;;Êîãäà Âû íàêîíåö ïðîáèâàåòåñü ÷åðåç îò÷àÿâøóþñÿ òîëïó, Âû âèäèòå, ÷òî âñ¸ Âàøå òåëî â ñèíÿêàõ, à îäåæäà ðàçîðâàíà â êëî÷üÿ.;;x
evt_lordspiritual_1003_option_a;They could have killed me!;;;;;;;;;;;Îíè ìîãëè ìåíÿ óáèòü!;;x
# Inform the Liege about wounding
evt_lordspiritual_1004_desc_a;Your [From.GetJobTitle], [From.GetTitledName], was cornered by a desperate crowd of beggars in [From.Location.GetName] and has been seriously wounded while giving alms to the poor in your name. Charity can be dangerous work.;;;;;;;;;;;[From.GetJobTitle] [From.GetFirstName] áûë[From.GetEndA] îêðóæåí[From.GetEndA] îò÷àÿííîé òîëïîé íèùèõ â îêðóãå [From.Location.GetName] è ñåðü¸çíî ðàíåí[From.GetEndA], ðàçäàâàÿ ìèëîñòûíþ áåäíûì îò Âàøåãî èìåíè. Áëàãîòâîðèòåëüíîñòü ìîæåò áûòü îïàñíûì çàíÿòèåì.;;x
evt_lordspiritual_1004_option_a;So it would seem.;;;;;;;;;;;Äà, ïîõîæå íà òî.;;x
# Inform the Liege about death
evt_lordspiritual_1005_desc_a;Your [From.GetJobTitle], [From.GetTitledName], who was performing charity work in your name, made the ultimate sacrifice when [From.GetSheHe] was cornered by a desperate crowd of beggars in [From.Location.GetName] and trampled to death.;;;;;;;;;;;[From.GetJobTitle] [From.GetFirstName], çàíèìàþù[From.GetAyaIy]ñÿ áëàãîòâîðèòåëüíîñòüþ îò Âàøåãî èìåíè, ñäåëàë ñâî¸ ïîñëåäíåå ïîæåðòâîâàíèå, êîãäà áûë[From.GetEndA] çàãíàí[From.GetEndA] â óãîë îò÷àÿâøåéñÿ òîëïîé íèùèõ â îêðóãå [From.Location.GetName] è çàòîïòàí[From.GetEndA] íàñìåðòü.;;x
evt_lordspiritual_1005_option_a;Ingrates!;;;;;;;;;;;Íåáëàãîäàðíûå!;;x
# The Mufti pockets money meant for the poor
evt_lordspiritual_1101_title;[Root.Liege.GetLordSpiritualName] Pockets Charity Money;;;;;;;;;;;Mèëîñòûíÿ è [Root.Liege.GetLordSpiritualName];;x
evt_lordspiritual_1101_desc_a;So much of your master's wealth has been squandered on ungrateful and undeserving beggars, but what of you? Have you not toiled enough to improve the lot of thieves and the depraved? Perhaps it would be best if some of that wealth found its way into your own pockets...;;;;;;;;;;;Òàê ìíîãî áîãàòñòâ Âàøåãî ñþçåðåíà áåçðàññóäíî ïîòðà÷åíû íà íåáëàãîäàðíûõ è íåäîñòîéíûõ íèùèõ, íî ÷òî íàñ÷¸ò Âàñ? Íåóæåëè Âû íåäîñòàòî÷íî òðóäèëèñü, ïîìîãàÿ êó÷êå âîðîâ è ïîïðîøàåê? Âîçìîæíî, áûëî áû ëó÷øå, åñëè áû ÷àñòü èç ýòèõ áîãàòñòâ íàøëà ïóòü â Âàøè êàðìàíû...;;x
evt_lordspiritual_1101_option_a;Yes, it would only be right.;;;;;;;;;;;Äà, ýòî áûëî áû òîëüêî ñïðàâåäëèâî.;;x
evt_lordspiritual_1101_option_b;No, I must not forget my duties.;;;;;;;;;;;Íåò, íåëüçÿ çàáûâàòü î ñâîèõ îáÿçàííîñòÿõ.;;x
# Liege informed about Mufti's theft
evt_lordspiritual_1102_desc_a;Word has reached you that your [From.GetJobTitle], [From.GetTitledName], has given in to weakness and helped [From.GetHerselfHimself] to the alms [From.GetSheHe] was meant to distribute amongst the poor.;;;;;;;;;;;Äî Âàñ äîøëè ñëóõè, ÷òî [From.GetJobTitle] [From.GetFirstName] ïîääà[From.GetLasLsya] ñëàáîñòè è ïðèñâîèë[From.GetEndA] ñåáå äåíüãè, ïðåäíàçíà÷àâøèåñÿ áåäíÿêàì.;;x
evt_lordspiritual_1102_option_a;Return the gold and all may be forgiven.;;;;;;;;;;;Ïóñòü âåðí¸ò çîëîòî è âñ¸ áóäåò ïðîùåíî.;;x
evt_lordspiritual_1102_option_b;Off to the dungeons with [From.GetHerHim]!;;;;;;;;;;;Áðîñèòü [From.GetHersHis] â ïîäçåìåëüå!;;x
# Mullah gains piety for the liege
evt_lordspiritual_1201_title;Piety Gained;;;;;;;;;;;Oáðåòåíî áëàãî÷åñòèå;;x
evt_lordspiritual_1201_desc_a;Your charity work in [Root.Location.GetName] goes well. The Prophet (may Allah honor him and grant him peace) would approve of your Master's actions. Perhaps you should send word.;;;;;;;;;;;Âàøà áëàãîòâîðèòåëüíàÿ ðàáîòà â ðåãèîíå [Root.Location.GetName] èä¸ò õîðîøî. Ïðîðîê (äà áëàãîñëîâèò åãî Àëëàõ è ïðèâåòñòâóåò) îäîáðèë áû äåéñòâèÿ Âàøåãî ñþçåðåíà. Âîçìîæíî, Âàì ñëåäóåò íàïèñàòü åìó.;;x
evt_lordspiritual_1201_option_a;Make it so!;;;;;;;;;;;Òàê è ñäåëàþ!;;x
evt_lordspiritual_1201_option_a_tooltip;The [Root.Liege.GetTitle] is informed.;;;;;;;;;;;[Root.Liege.GetTitle] ïðîèíôîðìèðîâàí.;;x
# Liege gains piety
evt_lordspiritual_1202_desc_a;Your [GetMyLordSpiritualName] reports from [From.Location.GetName] that [From.GetHerHis] charity work on your behalf is proceeding well. The poor have been fed and your pious standing has improved.;;;;;;;;;;;Âàø âàññàë [GetMyLordSpiritualName] äîêëàäûâàåò èç îêðóãà [From.Location.GetName], ÷òî åãî áëàãîòâîðèòåëüíàÿ ðàáîòà îò Âàøåãî èìåíè ïðîäâèãàåòñÿ óñïåøíî. Áåäíÿêè íàêîðìëåíû, à Âàøà ðåïóòàöèÿ áëàãî÷åñòèâîãî ÷åëîâåêà âîçðîñëà.;;x
evt_lordspiritual_1202_option_a;We can still do much good, Insha'Allah.;;;;;;;;;;;Ìû åù¸ ìîæåì ñäåëàòü ìíîãî õîðîøåãî, áóäü íà òî âîëÿ Àëëàõà.;;x
# The Court Priest has managed to raise an eager force of holy warriors
evt_lordspiritual_1301_title;Zealots Raised;;;;;;;;;;;Câÿòûå âîèíû;;x
evt_lordspiritual_1301_desc_a;I have managed to whip up the religious fervor in [Root.Location.GetName] to a frenzy. Zealous warriors have gathered in the name of [Root.Liege.Religion.GetRandomGodName] to bring ruin to the infidels!;;;;;;;;;;;Ìíå óäàëîñü ïîäñòåãíóòü ðåëèãèîçíûé ïûë â [Root.Location.County.GetAdjective]ñêèõ çåìëÿõ, ãäå òåïåðü ôàíàòè÷íî íàñòðîåííûå âîèíû ñîáðàëèñü, ÷òîáû ñðàæàòüñÿ ñ èíîâåðöàìè. Ñ íàìè [Root.Liege.Religion.GetHighGodName]!;;x
evt_lordspiritual_1301_option_a;My [Root.Liege.PrimaryTitle.GetRulerTitle] will be pleased!;;;;;;;;;;;Ïðåâîñõîäíî!;;x
# The liege is informed
evt_lordspiritual_1302_desc_a;My [Root.GetMyLordSpiritualName], [From.GetTitledFirstName], tells me that [From.GetPossPronoun] efforts at increasing religious fervor among the people have met with great success! A small army of zealots have converged at [Root.Capital.Capital.GetName] ready to serve me. Now I simply need to attack some suitable infidel before my new recruits wander off in disgust.;;;;;;;;;;;[Root.GetMyLordSpiritualName] [From.GetTitledFirstName], ñîîáùèë[From.GetEndA] ìíå, ÷òî [From.GetAbsPossPronoun] óñèëèÿ ïî ðàçæèãàíèþ ðåëèãèîçíîãî ôàíàòèçìà óâåí÷àëèñü óñïåõîì! Íåáîëüøàÿ àðìèÿ èçóâåðîâ, ãîòîâàÿ ñëóæèòü ìíå âåðîé è ïðàâäîé, ñîáðàëàñü â îêðåñòíîñòÿõ ãîðîäà [Root.Capital.Capital.GetShortBaseName]. Íóæíî òîëüêî íàéòè ïîäõîäÿùåãî âðàãà-èíîâåðöà, ïîêà ìîè íîâûå ðåêðóòû íå ðàçáåæàëèñü.;;x
evt_lordspiritual_1302_option_a;Praise [Root.Religion.GetRandomGodName]!;;;;;;;;;;;Ñ íàìè [Root.Religion.GetHighGodName]!;;x
# The men are displeased and disband
evt_lordspiritual_1303_desc_a;The holy warriors my [Root.GetMyLordSpiritualName] attracted to fight for [Root.Religion.GetRandomGodName] have become disillusioned by my ungodly refusal to fight a Holy War and wandered off, damaging my Piety greatly.;;;;;;;;;;;Ñâÿòûå âîèíû, ðàíåå ïðèçâàííûå, ÷òîáû ñðàæàòüñÿ ñ èíîâåðöàìè, ðàçî÷àðîâàëèñü âî ìíå. Îáâèíèâ ìåíÿ â áåçäóõîâíîñòè è íåæåëàíèè ñðàæàòüñÿ çà íàøó âåðó, îíè ñ ïðåçðåíèåì ðàçáðåëèñü ïî äîìàì. Èíöèäåíò ñåðü¸çíî ñêàçàëñÿ íà ìî¸ì áëàãî÷åñòèè.;;x
evt_lordspiritual_1303_option_a;Whatever happened to Patience!?;;;;;;;;;;;Íó è ãäå æå âàøå ñìèðåíèå?!;;x
